"x","z","t",
98.252,79.0325,0,
98.2299,81.1042,0.029,
98.1261,82.9432,0.04,
98.1007,85.0631,0.06,
98.1668,86.9432,0.089,
98.2319,88.9835,0.1,
98.0497,90.9809,0.13,
98.049,92.7159,0.146,
97.9799,94.6318,0.173,
98.0166,96.556,0.187,
97.9298,98.5709,0.209,
97.827,100.4565,0.22,
97.7209,102.327,0.24,
97.898,104.301,0.261,
97.8333,106.1727,0.292,
97.8209,108.1122,0.303,
97.7546,110.0577,0.321,
97.6727,112.0449,0.34,
97.7455,113.9145,0.37,
97.6653,115.8083,0.38,
97.783,117.723,0.401,
97.6613,119.6131,0.42,
97.6199,121.5431,0.447,
97.6546,123.4148,0.46,
97.7475,125.4296,0.482,
97.6846,127.4076,0.508,
97.6011,129.3894,0.527,
97.6434,131.2141,0.546,
97.6227,133.1268,0.56,
97.6319,135.1222,0.583,
97.7233,137.1873,0.613,
97.6729,139.0866,0.624,
97.6552,141.0713,0.641,
97.7273,142.997,0.661,
97.6612,145.062,0.69,
97.7822,146.9139,0.706,
97.6974,148.9357,0.724,
97.8286,150.9965,0.741,
97.9134,153.0471,0.77,
98.0443,154.9018,0.781,
97.9859,156.7924,0.8,
98.0736,158.871,0.821,
98.1176,160.7951,0.847,
98.0669,162.6648,0.861,
98.2018,164.6216,0.886,
98.3218,166.7778,0.901,
98.4075,168.5925,0.929,
98.2723,170.6063,0.949,
98.3619,172.7954,0.96,
98.4066,174.8793,0.98,
98.3579,176.7484,1.01,
98.5611,178.8792,1.031,
98.6131,180.8341,1.04,
98.4849,183.0066,1.064,
98.6246,184.8914,1.09,
98.5911,186.9589,1.108,
98.6323,189.1047,1.128,
98.6224,191.082,1.141,
98.5672,192.993,1.161,
98.5962,195.1782,1.191,
98.6182,197.1064,1.2,
98.4908,199.157,1.229,
98.603,201.0562,1.24,
98.3725,203.1425,1.26,
98.4887,204.9914,1.28,
98.366,207.013,1.31,
98.4875,208.9209,1.32,
98.4689,210.988,1.34,
98.3879,212.7759,1.37,
98.4134,214.7012,1.38,
98.2881,216.6197,1.409,
98.2729,218.3548,1.43,
98.3283,220.2158,1.441,
98.2578,222.1026,1.467,
98.1542,223.9743,1.48,
98.2191,225.7991,1.5,
98.2223,227.6289,1.521,
98.144,229.4972,1.549,
97.9114,231.3045,1.561,
97.9297,233.1012,1.582,
97.9677,234.9165,1.609,
97.9145,236.7506,1.628,
97.7571,238.5829,1.646,
97.8437,240.2449,1.66,
97.8357,242.004,1.68,
97.8236,243.8793,1.709,
97.8584,245.5658,1.723,
97.7594,247.3794,1.742,
97.7683,249.1171,1.76,
97.7355,250.8236,1.789,
97.5857,252.6092,1.801,
97.7204,254.3914,1.83,
97.6226,256.2795,1.85,
97.505,257.9232,1.86,
97.4488,259.7566,1.886,
97.538,261.4759,1.9,
97.4897,263.3167,1.929,
97.4384,265.1765,1.949,
97.3822,267.012,1.96,
97.4453,268.8582,1.982,
97.296,270.6733,2.01,
97.2519,272.593,2.027,
97.1838,274.3891,2.046,
97.198,276.2677,2.06,
97.1619,278.0104,2.08,
97.1567,279.8498,2.11,
97.0342,281.6898,2.124,
97.0258,283.6275,2.14,
96.9865,285.5445,2.169,
97.013,287.3564,2.181,
96.9495,289.3063,2.2,
96.8711,291.1389,2.23,
96.8613,293.2192,2.249,
96.806,295.0394,2.261,
96.808,296.9065,2.286,
96.6969,298.7677,2.3,
96.6893,300.7815,2.33,
96.7718,302.8095,2.341,
96.6411,304.7223,2.361,
96.7004,306.7586,2.382,
96.5355,308.7829,2.402,
96.4659,310.7078,2.429,
96.4539,312.7656,2.441,
96.3482,314.7342,2.463,
96.2924,316.7036,2.489,
96.2957,318.8172,2.501,
96.1108,320.7476,2.531,
95.9093,322.8881,2.541,
96.0375,324.7192,2.561,
95.8701,326.8686,2.581,
95.8117,328.8063,2.608,
95.8519,330.8301,2.621,
95.689,332.7048,2.651,
95.6147,334.9551,2.671,
95.6378,336.9683,2.681,
95.6212,338.9755,2.709,
95.37,341.0542,2.72,
95.4545,343.0994,2.749,
95.4435,345.2059,2.77,
95.2558,347.3773,2.78,
95.2145,349.351,2.802,
95.1844,351.4923,2.82,
95.0684,353.551,2.84,
94.9833,355.716,2.86,
95.0969,357.8088,2.881,
94.9642,359.8853,2.909,
95.0379,362.0034,2.92,
95.0399,364.1134,2.949,
94.9675,366.1136,2.969,
94.8834,368.2077,2.98,
94.8964,370.2037,3.008,
94.8749,372.3056,3.02,
94.8386,374.4458,3.05,
94.928,376.3039,3.07,
94.8759,378.3778,3.08,
94.8977,380.3881,3.104,
94.8618,382.56,3.12,
94.8944,384.6244,3.15,
94.9852,386.5096,3.169,
94.9375,388.561,3.181,
94.8806,390.6167,3.202,
94.9002,392.7263,3.221,
94.8639,394.7523,3.249,
94.9398,396.7046,3.26,
94.8301,398.904,3.283,
94.8824,400.9672,3.311,
94.8519,402.9545,3.325,
94.8507,405.0049,3.35,
95.0183,407.1174,3.361,
94.9462,409,3.38,
95.0059,411.0369,3.4,
94.9588,413.1462,3.431,
95.0224,415.1892,3.441,
95.1193,417.1222,3.46,
95.1676,419.0716,3.487,
95.2934,421.0488,3.5,
95.1885,423.0992,3.532,
95.3695,425.1258,3.55,
95.2348,427.1763,3.568,
95.3016,429.1345,3.587,
95.3432,431.2611,3.601,
95.4796,433.2314,3.62,
95.4508,435.3286,3.65,
95.3304,437.3585,3.664,
95.4077,439.4157,3.683,
95.4617,441.4905,3.701,
95.5428,443.4144,3.731,
95.4745,445.6038,3.746,
95.4792,447.8574,3.764,
95.4598,449.8093,3.792,
95.4248,451.9891,3.801,
95.5474,453.9881,3.828,
95.5558,456.1631,3.841,
95.5418,458.2091,3.871,
95.5881,460.3587,3.89,
95.5755,462.5319,3.9,
