"x","z","t",
131.9714,877.5063,0,
131.9713,880.492,0.117,
131.9702,883.4512,0.21,
131.9797,886.521,0.301,
132.0084,889.4581,0.401,
132.0676,892.5051,0.501,
131.9829,895.5278,0.601,
132.1157,898.5846,0.701,
132.0591,901.5365,0.801,
132.0676,904.5535,0.901,
132.1093,907.6336,1.001,
132.1022,910.5694,1.101,
132.1352,913.6157,1.201,
132.1616,916.5305,1.301,
132.1753,919.5508,1.402,
132.152,922.492,1.501,
132.1803,925.4799,1.601,
132.1594,928.3848,1.701,
132.1586,931.3496,1.801,
132.1857,934.3376,1.901,
132.1548,937.3234,2.001,
132.1782,940.2975,2.104,
132.2133,943.3122,2.201,
132.2403,946.2618,2.301,
132.2669,949.2162,2.401,
132.2677,952.2205,2.501,
132.2984,955.1282,2.601,
132.2261,958.1122,2.701,
132.1695,961.1559,2.801,
132.2169,964.1242,2.901,
132.2075,967.139,3.001,
132.2521,970.1646,3.101,
132.2553,973.1278,3.201,
132.362,976.2676,3.301,
132.3673,979.3257,3.401,
131.7098,982.3421,3.501,
131.6943,985.3961,3.601,
131.7272,988.3243,3.701,
131.6274,991.3941,3.801,
131.7271,994.3987,3.901,
131.8903,997.3038,4.001,
131.8787,1000.3043,4.101,
131.8308,1003.3973,4.201,
131.8977,1006.425,4.301,
131.9546,1009.4264,4.401,
132.0396,1012.2936,4.501,
132.0298,1015.2528,4.601,
132.1192,1018.2303,4.701,
132.1259,1021.1529,4.8,
132.0539,1024.149,4.901,
132.0778,1027.0804,5.001,
131.954,1030.021,5.101,
131.7857,1032.9575,5.201,
131.6337,1035.8611,5.315,
131.7006,1038.8337,5.401,
131.6845,1041.7071,5.501,
131.686,1044.6665,5.601,
131.6807,1047.6288,5.701,
131.8043,1050.5672,5.801,
131.792,1053.4339,5.901,
131.8389,1056.3146,6.001,
131.8436,1059.161,6.101,
131.8509,1062.0619,6.2,
131.9085,1064.9839,6.301,
131.9822,1067.9808,6.4,
131.9707,1070.776,6.5,
131.9456,1073.7368,6.6,
132.0054,1076.664,6.701,
132.0561,1079.5737,6.801,
132.0805,1082.4305,6.9,
132.0989,1085.2469,7.001,
132.1187,1088.2131,7.101,
132.1303,1091.0933,7.201,
132.1487,1094.0771,7.301,
132.1286,1097.0606,7.401,
132.054,1099.9561,7.501,
132.0603,1102.9026,7.601,
132.0472,1105.8219,7.7,
132.0288,1108.6656,7.801,
132.0515,1111.6907,7.901,
131.9905,1114.6188,8.001,
132.0568,1117.4931,8.101,
132.0274,1120.426,8.201,
131.9742,1123.3537,8.301,
131.9971,1126.3691,8.401,
132.0355,1129.3181,8.501,
132.0285,1132.2933,8.601,
131.9963,1135.2358,8.701,
131.9785,1138.0918,8.801,
131.9756,1141.0384,8.901,
131.9072,1143.9401,9.001,
131.9485,1146.9709,9.101,
131.9451,1149.8608,9.202,
131.8835,1152.7564,9.301,
131.7784,1155.7,9.401,
131.8475,1158.6249,9.501,
131.7737,1161.4958,9.601,
131.753,1164.4816,9.701,
131.6921,1167.2503,9.801,
131.6939,1170.1915,9.901,
131.6204,1173.0533,10.002,
131.6274,1175.816,10.102,
131.579,1178.7889,10.201,
131.5844,1181.7293,10.301,
131.6002,1184.6662,10.401,
131.5056,1187.5928,10.501,
131.4801,1190.3414,10.601,
131.4762,1193.1485,10.701,
131.4375,1196.0863,10.8,
131.4021,1198.9802,10.901,
131.3454,1201.9169,11.001,
131.3996,1204.7591,11.101,
131.3807,1207.7263,11.201,
131.3208,1210.5718,11.302,
131.3342,1213.5338,11.4,
131.3472,1216.2272,11.501,
131.3342,1219.0556,11.601,
131.3882,1221.8965,11.701,
131.36,1224.6632,11.801,
131.3974,1227.3999,11.901,
131.3692,1230.2135,12.001,
131.3503,1233.062,12.101,
131.3586,1235.9029,12.2,
131.3125,1238.7368,12.3,
131.2926,1241.5159,12.401,
131.2915,1244.4153,12.5,
131.3248,1247.2694,12.601,
131.3407,1250.0969,12.7,
131.2793,1252.9883,12.801,
131.2574,1255.875,12.901,
131.3038,1258.7005,13,
131.2916,1261.6247,13.1,
131.2348,1264.5318,13.201,
131.3418,1267.4787,13.3,
131.333,1270.3216,13.4,
131.2931,1273.3057,13.501,
131.2653,1276.2816,13.6,
131.2459,1279.2083,13.7,
131.2161,1282.1283,13.8,
131.1144,1285.1089,13.901,
131.2546,1288.05,14,
131.2282,1291.1872,14.1,
131.3035,1294.1561,14.2,
131.3095,1297.0911,14.301,
131.4667,1300.0592,14.4,
131.4932,1303.0718,14.5,
131.3843,1306.0167,14.6,
131.4839,1308.9369,14.701,
131.4493,1311.8332,14.8,
131.4763,1314.884,14.9,
131.5621,1317.7532,15,
131.5392,1320.7333,15.1,
131.5604,1323.659,15.2,
131.5758,1326.5561,15.3,
131.6148,1329.5489,15.4,
131.6103,1332.5892,15.5,
131.6316,1335.5685,15.6,
131.6137,1338.4593,15.7,
131.6047,1341.4512,15.8,
131.6064,1344.4606,15.9,
131.6228,1347.5246,16.001,
131.5621,1350.4834,16.1,
131.5832,1353.4064,16.201,
131.4568,1356.3643,16.3,
131.4493,1359.4833,16.4,
131.4618,1362.4836,16.5,
131.4274,1365.4057,16.6,
131.3988,1368.2938,16.7,
131.4359,1371.1777,16.8,
131.4828,1374.1297,16.9,
131.4788,1377.0418,17,
131.3772,1380.1422,17.1,
131.3903,1383.0786,17.2,
131.2864,1386.031,17.3,
131.256,1388.9852,17.4,
131.2697,1391.9582,17.5,
131.2337,1394.975,17.6,
131.2377,1398.0535,17.7,
131.2487,1401.0119,17.8,
131.267,1403.9791,17.9,
131.1594,1406.9585,18,
131.147,1409.8759,18.1,
131.2382,1412.8699,18.2,
131.1641,1415.9251,18.3,
131.1413,1418.8828,18.4,
131.0875,1422.0328,18.5,
131.0075,1425.0526,18.6,
131.0524,1427.9085,18.701,
130.9873,1430.8428,18.8,
130.948,1433.7295,18.9,
130.9789,1436.6401,19,
130.8902,1439.5204,19.1,
130.9685,1442.5591,19.2,
130.9393,1445.4347,19.3,
130.9817,1448.3908,19.4,
130.8687,1451.4432,19.5,
130.8203,1454.2795,19.6,
130.7611,1457.2719,19.7,
130.7018,1460.2391,19.8,
130.6578,1463.2122,19.9,
130.5119,1466.1861,20,
130.4727,1469.185,20.103,
130.4268,1472.1348,20.201,
130.456,1474.9907,20.3,
130.4257,1478.0441,20.4,
130.329,1480.9606,20.5,
130.3052,1484.0134,20.6,
130.3153,1486.8894,20.7,
130.1903,1489.8277,20.8,
130.1422,1492.8013,20.9,
130.0943,1495.7435,21,
129.9933,1498.7419,21.1,
129.9864,1501.6144,21.2,
129.9525,1504.5703,21.3,
129.8672,1507.4768,21.4,
129.8666,1510.3475,21.5,
129.8302,1513.2622,21.6,
129.7233,1516.1214,21.701,
129.6461,1519.1134,21.8,
129.603,1522.031,21.9,
129.5343,1524.8773,22,
129.407,1527.7846,22.1,
129.3996,1530.7698,22.2,
129.2585,1533.5956,22.3,
129.2699,1536.6189,22.4,
129.2514,1539.596,22.5,
129.3022,1542.5661,22.6,
129.2032,1545.4578,22.7,
129.1952,1548.4242,22.8,
129.0564,1551.4262,22.9,
129.0547,1554.3991,23,
129.0801,1557.2654,23.1,
128.9922,1560.2923,23.2,
128.9796,1563.3682,23.3,
128.9408,1566.2898,23.4,
128.8642,1569.153,23.5,
128.8125,1572.1756,23.6,
128.7737,1575.0856,23.7,
128.8017,1578.0419,23.8,
128.781,1580.9724,23.9,
128.7256,1583.8629,24,
128.6709,1586.8052,24.1,
128.7095,1589.9424,24.2,
128.6807,1592.8984,24.3,
128.7114,1595.7878,24.4,
128.697,1598.8099,24.5,
128.7083,1601.7657,24.6,
128.6916,1604.7595,24.7,
128.7562,1607.8317,24.8,
128.7951,1610.8393,24.9,
128.8287,1613.7207,25,
128.9026,1616.6343,25.1,
128.9187,1619.6219,25.2,
129.0139,1622.6418,25.3,
129.0739,1625.5825,25.4,
129.0356,1628.5887,25.5,
129.1142,1631.5667,25.6,
129.2003,1634.3744,25.7,
129.2101,1637.4916,25.8,
129.2231,1640.45,25.901,
129.2816,1643.238,26,
129.2667,1646.2269,26.1,
129.3501,1649.2085,26.2,
129.3793,1652.2841,26.3,
129.4181,1655.1885,26.4,
129.4003,1658.1595,26.5,
129.4816,1661.1307,26.6,
129.4269,1664.0519,26.701,
129.4435,1666.9344,26.8,
129.4585,1670.0176,26.9,
129.4943,1672.9695,27,
129.4494,1675.9226,27.1,
129.4768,1678.8708,27.2,
129.4886,1681.8626,27.3,
129.502,1684.8389,27.404,
129.5078,1687.905,27.501,
129.4852,1690.839,27.6,
129.4447,1693.7903,27.7,
129.444,1696.8319,27.8,
129.4365,1699.8725,27.9,
129.3803,1702.8157,28,
129.4079,1705.7236,28.1,
129.3653,1708.7981,28.2,
129.3788,1711.6868,28.3,
129.332,1714.574,28.4,
129.2119,1717.7738,28.5,
129.1832,1720.5973,28.6,
129.1999,1723.5602,28.7,
129.2236,1726.5545,28.8,
129.199,1729.5935,28.9,
129.173,1732.4707,29,
129.145,1735.4323,29.1,
129.1423,1738.2861,29.2,
129.09,1741.2692,29.3,
129.1183,1744.2645,29.4,
129.1029,1747.1254,29.5,
129.1342,1750.0975,29.6,
129.1317,1753.1066,29.7,
129.1145,1756.1206,29.8,
129.028,1758.9968,29.9,
129.0003,1761.9086,30,
129.0806,1764.8711,30.1,
128.9965,1767.7624,30.2,
128.9959,1770.6879,30.3,
128.9141,1773.7967,30.4,
128.9504,1776.6088,30.5,
129.009,1779.5032,30.6,
128.9217,1782.4933,30.7,
129.0056,1785.4636,30.8,
128.9868,1788.4641,30.9,
128.8961,1791.3483,31,
128.8862,1794.2468,31.1,
128.9092,1797.2376,31.2,
128.8763,1800.1767,31.3,
128.8789,1803.2221,31.4,
128.8094,1806.1527,31.5,
128.8063,1809.1162,31.6,
128.7671,1812.0389,31.7,
128.8048,1814.9776,31.8,
128.8817,1817.9105,31.9,
128.9014,1820.8985,32,
128.7944,1823.8101,32.1,
128.7736,1826.8562,32.2,
128.7849,1829.8853,32.3,
128.877,1832.7178,32.4,
128.7849,1835.6455,32.5,
128.7697,1838.6245,32.6,
128.7176,1841.5878,32.7,
128.7227,1844.5169,32.8,
128.7731,1847.5177,32.9,
128.7756,1850.5664,33,
128.7523,1853.4711,33.1,
128.7846,1856.3935,33.2,
128.7327,1859.2855,33.3,
128.7361,1862.3626,33.4,
128.7398,1865.2767,33.5,
128.7773,1868.1114,33.6,
128.758,1871.0821,33.7,
128.8149,1874.1069,33.8,
128.832,1877.0427,33.9,
128.7151,1880.227,34,
128.7864,1883.1234,34.1,
128.7872,1886.002,34.2,
128.7721,1889.0105,34.3,
128.8025,1891.9691,34.4,
128.8746,1894.9421,34.5,
128.8446,1897.874,34.6,
128.8227,1900.7921,34.7,
128.8341,1903.702,34.8,
128.8902,1906.6414,34.9,
128.7461,1909.4908,35,
128.8041,1912.3879,35.1,
128.8591,1915.3506,35.201,
128.8664,1918.302,35.3,
128.8625,1921.2256,35.4,
128.8623,1924.2168,35.5,
128.8752,1927.1216,35.6,
128.9743,1929.8614,35.7,
128.9284,1932.7346,35.8,
128.8867,1935.8051,35.9,
128.9715,1938.831,36.004,
128.9994,1941.6188,36.101,
128.9156,1944.4636,36.2,
128.9619,1947.402,36.3,
128.8966,1950.3127,36.4,
128.9756,1953.0056,36.5,
128.8534,1955.9194,36.6,
128.8424,1958.8538,36.7,
128.8141,1961.8007,36.801,
128.8945,1964.6172,36.9,
128.891,1967.5431,37,
128.924,1970.4486,37.1,
128.9249,1973.3902,37.2,
128.9043,1976.2104,37.3,
128.9493,1979.0324,37.4,
128.9643,1981.8967,37.5,
128.9346,1984.7798,37.6,
128.8488,1987.6426,37.7,
128.8279,1990.5934,37.8,
128.7542,1993.5215,37.9,
128.7669,1996.3855,38,
128.891,1999.1979,38.1,
128.9153,2002.1305,38.2,
128.9712,2004.9551,38.3,
129.0365,2007.8594,38.4,
129.0489,2010.6805,38.5,
129.2172,2013.6495,38.6,
129.2755,2016.6218,38.7,
129.4367,2019.412,38.8,
129.4504,2022.2771,38.9,
129.5693,2025.1174,39,
129.6653,2027.9895,39.1,
129.8266,2030.8032,39.2,
129.8959,2033.6886,39.3,
129.8983,2036.532,39.4,
129.7916,2039.3314,39.5,
129.8164,2042.1815,39.6,
129.8368,2044.835,39.7,
129.8368,2047.564,39.8,
129.8933,2050.5556,39.9,
129.9129,2053.3262,40,
129.8953,2056.1975,40.1,
129.8933,2059.0398,40.2,
129.8896,2061.9013,40.3,
129.9343,2064.5697,40.4,
129.9831,2067.3828,40.5,
129.9573,2070.1825,40.6,
129.9045,2072.9939,40.7,
129.8904,2075.8092,40.8,
129.8446,2078.7295,40.9,
129.9279,2081.4435,41,
129.8229,2084.2996,41.1,
129.9186,2087.1279,41.2,
129.8337,2090.0486,41.3,
129.8745,2092.8843,41.4,
129.8558,2095.7647,41.5,
129.854,2098.5815,41.6,
129.8709,2101.4028,41.7,
129.7933,2104.2657,41.8,
129.8242,2107.2038,41.9,
129.8964,2110.1245,42,
129.9068,2112.7315,42.1,
129.8565,2115.5738,42.2,
129.715,2118.3198,42.3,
129.7232,2121.1876,42.4,
129.7138,2123.9685,42.5,
129.7735,2126.8287,42.6,
129.7421,2129.663,42.7,
129.6485,2132.4868,42.8,
129.6084,2135.331,42.9,
129.5775,2138.027,43,
129.6623,2140.7962,43.1,
129.7233,2143.488,43.2,
129.7771,2146.2351,43.3,
129.8103,2149.3662,43.4,
129.8519,2152.37,43.5,
129.8033,2155.3824,43.6,
129.7562,2158.3466,43.7,
129.6839,2161.2097,43.8,
129.6834,2164.2968,43.9,
129.6563,2167.2133,44,
129.717,2170.0641,44.1,
129.7077,2173.1352,44.2,
129.6672,2175.9342,44.3,
129.7258,2178.9252,44.4,
129.8074,2181.7603,44.5,
129.7658,2184.6951,44.6,
129.6721,2187.7347,44.7,
129.8612,2190.6553,44.8,
129.7874,2193.5431,44.9,
129.8092,2196.5413,45,
129.9267,2199.5366,45.103,
129.8491,2202.5656,45.2,
129.848,2205.5976,45.302,
129.7852,2208.7052,45.4,
129.7059,2211.6096,45.5,
129.7804,2214.68,45.6,
129.8286,2217.7015,45.7,
129.7896,2220.6924,45.8,
129.7846,2223.7629,45.9,
129.8546,2226.8881,46,
129.8611,2230.0121,46.1,
129.8116,2232.9761,46.2,
129.8666,2235.9737,46.3,
129.8143,2239.0513,46.4,
129.8772,2242.1228,46.5,
129.8582,2245.0718,46.6,
129.9275,2248.2208,46.7,
129.9011,2251.3154,46.8,
130.0056,2254.3986,46.9,
129.9787,2257.5263,47,
129.9979,2260.615,47.1,
130.0654,2263.6231,47.2,
130.107,2266.7885,47.3,
130.2689,2269.9621,47.4,
130.3179,2273.0175,47.5,
130.353,2276.0553,47.6,
130.487,2279.179,47.7,
130.5588,2282.4823,47.8,
130.7946,2285.59,47.9,
130.8784,2288.652,48,
130.9325,2291.8529,48.1,
