"x","z","t",
110.244,61.966,0,
110.1486,70.3852,0.001,
110.02,79.2543,0.01,
110.3313,87.5538,0.029,
110.3477,95.9595,0.049,
110.7125,113.0778,0.05,
110.8444,121.289,0.051,
110.7742,130.045,0.06,
110.7294,138.3975,0.075,
110.8842,146.8498,0.082,
111.1493,155.388,0.085,
111.5336,163.8035,0.093,
111.5371,172.4786,0.109,
111.6205,180.91,0.112,
111.7202,189.6144,0.126,
111.8729,198.2531,0.128,
112.1339,206.6641,0.135,
112.1879,215.1785,0.143,
112.3658,223.5623,0.157,
112.5731,232.1187,0.165,
112.8914,240.6271,0.174,
113.2115,249.0584,0.176,
113.4674,257.6522,0.195,
113.6524,266.3636,0.211,
113.9909,283.7222,0.212,
114.1576,292.5199,0.218,
114.4092,301.1517,0.226,
114.6602,309.8503,0.244,
114.9774,318.7323,0.249,
115.2615,327.3238,0.254,
115.2165,336.1888,0.26,
115.3475,344.7806,0.278,
115.179,353.6474,0.28,
115.3327,362.2541,0.285,
115.6366,370.9746,0.293,
115.6079,379.9171,0.318,
115.8162,388.762,0.327,
116.1185,406.6478,0.328,
116.2516,415.5761,0.335,
116.304,424.4238,0.343,
116.1268,433.1762,0.351,
116.2535,441.7848,0.367,
116.4979,450.7359,0.373,
116.5793,459.561,0.378,
116.6156,467.9333,0.386,
116.7953,476.7187,0.401,
116.9277,485.1616,0.407,
117.1137,493.7174,0.415,
117.2124,502.4068,0.423,
117.2199,511.0453,0.426,
117.3655,519.515,0.435,
117.4663,528.1066,0.445,
117.8349,536.6629,0.454,
117.9481,545.4894,0.466,
118.194,553.9653,0.468,
118.3934,562.7515,0.476,
118.4692,571.5938,0.485,
118.7468,580.4123,0.493,
118.8458,589.1683,0.501,
118.9196,597.8762,0.51,
119.0431,606.4644,0.518,
118.9679,615.1075,0.526,
119.3805,624.0854,0.535,
119.8014,633.0907,0.562,
119.8639,642.0944,0.57,
119.7303,659.8249,0.571,
119.918,669.0108,0.576,
119.968,677.8224,0.585,
120.1683,686.6621,0.603,
120.1155,695.6799,0.608,
120.2029,704.9279,0.613,
120.2175,713.7709,0.634,
120.0682,722.6545,0.649,
120.0447,731.0913,0.65,
120.251,748.9077,0.651,
120.2638,757.6852,0.66,
120.2504,766.7919,0.675,
120.2867,775.6092,0.679,
120.4738,784.5414,0.693,
120.5085,793.515,0.694,
120.6015,802.8166,0.713,
120.5979,811.8483,0.729,
120.685,821.1061,0.73,
120.7722,830.404,0.731,
120.8375,839.5999,0.734,
120.8558,848.4802,0.743,
120.7672,857.7267,0.762,
120.7631,867.1905,0.766,
120.6906,876.3642,0.774,
120.4624,885.5788,0.776,
120.3902,894.9053,0.794,
120.3728,904.0908,0.797,
120.2979,913.2553,0.805,
120.499,922.5132,0.821,
120.4165,931.7284,0.825,
120.244,940.9016,0.84,
120.3154,949.9085,0.842,
120.6328,958.9282,0.843,
120.5766,968.1012,0.851,
120.7447,977.5267,0.868,
120.653,986.6478,0.871,
120.8473,995.7258,0.88,
121.0393,1004.7953,0.885,
120.9487,1014.3612,0.905,
120.9711,1023.5659,0.909,
121.0115,1032.7263,0.915,
121.0384,1041.8132,0.92,
121.1204,1050.9513,0.926,
121.1053,1059.8342,0.935,
120.9874,1068.9214,0.947,
121.1933,1078.0424,0.957,
121.2308,1086.9233,0.965,
121.5473,1095.961,0.968,
121.6086,1104.8292,0.98,
121.7445,1113.9949,0.992,
121.5153,1123.3591,0.995,
121.6159,1132.2582,1.001,
121.8887,1141.2366,1.016,
121.9923,1150.4043,1.018,
122.1757,1159.3002,1.028,
122.3697,1168.3893,1.035,
122.6381,1177.3763,1.043,
122.7745,1186.2228,1.062,
123.0468,1194.9905,1.068,
123.0897,1204.1017,1.069,
123.1272,1212.9349,1.076,
123.4941,1221.9523,1.093,
123.3714,1230.9043,1.103,
123.5679,1239.7071,1.108,
123.6849,1248.7777,1.11,
123.9566,1257.5595,1.125,
124.1719,1266.5567,1.142,
124.2611,1275.7671,1.144,
124.4909,1284.6444,1.146,
124.5453,1293.2485,1.151,
124.6966,1301.9801,1.16,
124.9005,1310.8245,1.18,
124.8108,1320.0293,1.188,
124.9405,1328.9765,1.19,
124.8076,1337.7395,1.193,
124.9101,1346.4866,1.21,
