"x","z","t",
91.5555,41.3684,0,
91.5014,42.9519,0.02,
91.5953,44.4359,0.024,
91.7111,45.9631,0.027,
91.5971,47.7136,0.052,
91.5886,49.3339,0.064,
91.749,52.3724,0.066,
91.7709,54.1714,0.067,
91.8263,55.618,0.075,
91.6162,57.1669,0.092,
91.7831,58.9197,0.095,
91.894,60.5323,0.1,
91.8844,62.1775,0.108,
91.9219,63.728,0.125,
91.9525,65.48,0.136,
92.0934,66.9867,0.142,
92.1369,68.4737,0.145,
92.1059,69.979,0.158,
92.0772,71.652,0.164,
92.2894,72.9647,0.178,
92.0379,74.6812,0.179,
92.4082,76.1745,0.183,
92.3492,77.74,0.192,
92.2758,79.3197,0.206,
92.3055,80.9169,0.21,
92.2616,82.5473,0.22,
92.2529,84.2459,0.225,
92.1726,85.8159,0.24,
92.2412,87.3407,0.243,
92.3852,88.8051,0.256,
92.3045,90.298,0.259,
92.2835,92.1229,0.267,
92.4714,93.6755,0.282,
92.47,95.1079,0.284,
92.526,96.832,0.298,
92.5381,98.2847,0.302,
92.6225,99.9619,0.316,
92.6798,101.6413,0.33,
92.7398,103.2913,0.335,
92.8533,104.8183,0.336,
92.7761,106.412,0.35,
92.9044,108.0892,0.363,
92.8509,109.57,0.367,
92.8854,111.226,0.371,
92.9341,112.7748,0.375,
92.9934,114.2535,0.383,
93.0142,116.0478,0.4,
93.0512,117.6311,0.402,
93.0024,119.2724,0.412,
93.1183,120.8325,0.417,
93.0417,122.2795,0.427,
93.1383,123.7885,0.437,
93.3535,125.4106,0.45,
93.3826,127.1789,0.452,
93.3756,128.5722,0.458,
93.3916,130.3063,0.466,
93.5173,131.9082,0.481,
93.3746,133.4741,0.484,
93.5462,135.1434,0.492,
93.705,136.636,0.5,
93.6699,138.3032,0.517,
93.7437,139.7023,0.519,
93.7041,141.36,0.527,
93.7999,143.0037,0.533,
93.8089,144.671,0.542,
93.647,145.9569,0.556,
93.7047,147.7117,0.572,
93.5994,150.6761,0.581,
93.6636,152.3863,0.583,
93.6335,154.0004,0.592,
93.6481,155.6566,0.6,
93.5923,157.3713,0.608,
93.6609,158.788,0.618,
93.6622,160.4596,0.625,
93.5826,161.8499,0.641,
93.5511,163.4114,0.645,
93.4756,165.2353,0.664,
93.5805,166.7227,0.665,
93.5004,168.4273,0.667,
93.5221,169.8387,0.675,
93.5202,171.4765,0.691,
93.5406,173.2027,0.694,
93.4607,174.6712,0.707,
93.6248,176.0262,0.708,
93.6277,177.8214,0.724,
93.3031,179.3873,0.727,
93.459,180.8804,0.738,
93.3588,182.5035,0.742,
93.4051,184.0073,0.757,
93.3917,185.5785,0.762,
93.471,186.8571,0.773,
93.5385,188.3329,0.777,
93.6754,189.7798,0.783,
93.4053,191.4008,0.792,
93.4743,193.0567,0.816,
93.4794,194.5598,0.82,
93.4168,196.0258,0.821,
93.2745,197.4093,0.825,
93.4717,198.8235,0.836,
93.4881,200.3407,0.847,
93.5524,201.755,0.851,
93.5737,203.1145,0.858,
93.5854,204.5983,0.867,
93.5963,206.0983,0.888,
93.5661,207.6029,0.902,
93.6393,208.9538,0.903,
93.5628,210.6734,0.904,
93.6819,212.1597,0.917,
93.8004,213.6327,0.92,
93.7487,215.0601,0.932,
93.6328,216.4414,0.933,
93.7724,217.9765,0.942,
93.6879,219.3309,0.95,
93.8393,220.8967,0.966,
93.9336,222.2271,0.973,
93.9732,225.1365,0.985,
93.8965,226.7752,0.992,
93.8764,228.1825,1,
94.0945,229.8506,1.02,
93.9183,231.2484,1.022,
94.038,232.6766,1.025,
94.0951,234.0728,1.033,
94.0963,235.6079,1.041,
94.2112,236.9647,1.05,
94.2672,238.6379,1.065,
