"x","z","t",
140.0016,63.2988,0,
139.9392,65.8807,0.022,
140.1136,68.4587,0.044,
140.2077,71.0523,0.067,
140.2645,73.594,0.089,
140.1562,76.134,0.111,
140.2415,78.5178,0.133,
140.294,81.1319,0.155,
140.265,83.733,0.178,
140.1046,86.4076,0.2,
140.1568,88.9968,0.222,
140.1904,91.7075,0.244,
140.1231,94.2787,0.267,
140.2289,96.7997,0.289,
140.195,99.459,0.311,
140.1919,102.0488,0.333,
140.2868,104.6935,0.355,
140.1117,107.1458,0.378,
140.1491,109.6828,0.4,
140.1778,112.2825,0.422,
140.1543,114.6949,0.444,
140.3319,117.0532,0.478,
140.2454,119.6418,0.493,
140.2084,122.0158,0.52,
140.1127,124.5209,0.533,
140.1779,126.9883,0.565,
140.2355,129.6114,0.577,
140.25,131.9298,0.608,
140.3428,134.4294,0.622,
140.4592,136.8311,0.647,
140.5017,139.3006,0.678,
140.6265,141.9473,0.69,
140.8031,144.3554,0.711,
140.8708,146.9652,0.743,
140.999,149.582,0.759,
141.0838,152.2189,0.777,
141.214,154.6863,0.807,
141.3502,157.2346,0.822,
141.3151,159.6826,0.844,
141.3708,162.1742,0.877,
141.4268,164.5784,0.888,
141.5185,167.1095,0.922,
141.5978,169.64,0.942,
141.7512,172.2293,0.959,
141.9275,174.5863,0.988,
142.0079,177.183,1,
142.1322,179.7413,1.022,
142.1216,182.1577,1.047,
142.2289,184.798,1.067,
142.3735,187.3439,1.098,
142.6579,189.9776,1.12,
142.8021,192.52,1.136,
142.8226,195.2274,1.166,
142.9977,197.7134,1.187,
143.0465,200.2569,1.204,
143.1472,202.8002,1.222,
143.2553,205.3581,1.249,
143.4257,207.8972,1.277,
143.5696,210.506,1.3,
143.549,213.0732,1.318,
143.6403,215.5507,1.333,
143.726,218.0359,1.36,
143.8168,220.721,1.388,
143.8589,223.359,1.399,
143.9534,225.8397,1.432,
143.9309,228.4395,1.444,
144.0324,230.8572,1.475,
144.0821,233.3977,1.498,
144.134,236.0804,1.511,
144.221,238.74,1.54,
144.3704,241.187,1.555,
144.4467,243.6514,1.586,
144.5796,246.2058,1.599,
144.6319,248.8477,1.632,
144.8165,251.2413,1.656,
144.8433,253.8709,1.666,
144.9208,256.1806,1.7,
144.8682,258.9037,1.71,
145.0641,261.3809,1.742,
145.1612,264.0702,1.768,
145.2604,266.6984,1.778,
145.3141,269.4297,1.812,
145.4611,271.9026,1.822,
145.5322,274.5894,1.848,
145.617,277.0863,1.878,
145.6913,279.5254,1.892,
145.9136,282.1031,1.922,
145.9355,284.566,1.933,
146.1385,287.1358,1.965,
146.1509,289.6278,1.987,
146.2671,292.2502,2.005,
146.6067,294.7119,2.022,
146.6074,297.4992,2.048,
146.904,299.8543,2.077,
146.8472,302.2626,2.1,
146.9867,304.9512,2.118,
147.0562,307.0585,2.133,
147.1595,309.6718,2.164,
147.2202,312.1384,2.177,
147.3061,314.617,2.209,
147.3396,317.2245,2.226,
147.3377,319.7876,2.252,
147.4253,322.3884,2.275,
147.4373,324.8852,2.292,
147.5171,327.3315,2.321,
147.5462,329.8928,2.333,
147.5996,332.3036,2.364,
147.5291,334.8939,2.38,
147.6339,337.4304,2.4,
147.6959,339.8211,2.422,
147.6484,342.532,2.454,
147.7642,345.0184,2.467,
147.7734,347.3926,2.493,
147.8077,349.8848,2.511,
147.8676,352.3293,2.533,
147.8134,354.8472,2.562,
147.8497,357.3133,2.577,
148.0172,359.9037,2.6,
147.9906,362.3231,2.629,
147.9501,364.9159,2.644,
148.0829,367.5234,2.678,
148.1072,370.2581,2.691,
148.1585,372.7785,2.711,
148.173,375.2605,2.744,
148.217,377.8304,2.756,
148.2853,380.3027,2.787,
148.3474,382.814,2.811,
148.4021,385.2937,2.824,
148.4521,387.7817,2.852,
148.3591,390.2275,2.867,
148.4942,392.6459,2.896,
148.4555,395.078,2.919,
148.4764,397.5416,2.936,
148.6482,400.0777,2.962,
148.5791,402.5356,2.979,
148.7016,405.0454,3.009,
148.6617,407.3856,3.022,
148.6942,409.8074,3.052,
148.6931,412.2902,3.075,
148.7926,414.4912,3.091,
148.7784,416.9881,3.121,
148.8756,419.4805,3.133,
148.9795,421.9976,3.165,
149.0479,424.2277,3.177,
149.1183,426.7771,3.204,
149.1581,429.2224,3.222,
149.2426,431.6457,3.251,
149.3209,434.108,3.275,
149.2724,436.608,3.288,
149.3641,438.9985,3.321,
149.4533,441.4809,3.333,
149.4499,443.9525,3.366,
149.5915,446.2565,3.388,
149.6505,448.6036,3.399,
149.8137,450.9948,3.431,
149.9392,453.393,3.444,
150.0517,455.8791,3.473,
150.1653,458.2727,3.498,
150.1901,460.6798,3.513,
150.1941,463.0666,3.543,
150.224,465.5775,3.555,
150.2754,468.0916,3.587,
150.1953,470.4052,3.61,
150.4154,473.0252,3.627,
150.4137,475.4787,3.654,
150.4247,478.0692,3.67,
150.401,480.5217,3.697,
150.5329,482.8994,3.719,
150.5706,485.2764,3.738,
150.6262,487.807,3.755,
150.6934,490.1145,3.782,
150.7873,492.5872,3.809,
150.763,494.9452,3.822,
150.7664,497.3766,3.854,
150.8513,499.7269,3.866,
150.8276,502.2965,3.895,
150.9263,504.6066,3.921,
151.0076,506.9606,3.933,
151.0187,509.4227,3.964,
151.1315,511.7401,3.977,
151.154,514.2388,4.007,
151.3454,516.6372,4.032,
151.4914,519.11,4.045,
151.6484,521.3314,4.074,
151.8576,523.8429,4.089,
152.0306,526.3393,4.124,
152.073,528.6491,4.133,
152.182,531.0242,4.167,
152.1952,533.4661,4.191,
152.5025,535.7263,4.201,
152.5631,538.1525,4.234,
152.612,540.7017,4.244,
152.8519,543.0805,4.276,
152.9836,545.5587,4.299,
153.1642,547.8244,4.313,
153.1188,550.3055,4.344,
153.2216,552.551,4.355,
153.4077,555.0598,4.385,
153.4421,557.376,4.413,
153.6304,559.8435,4.43,
153.6054,562.2795,4.444,
153.8382,564.846,4.473,
153.9243,567.3261,4.495,
154.0784,569.7451,4.511,
154.2619,572.087,4.541,
154.3774,574.5263,4.555,
154.4833,577.0922,4.585,
154.5239,579.6051,4.608,
154.5124,582.1507,4.622,
154.6772,584.7388,4.652,
154.7577,587.2088,4.666,
154.8532,589.6707,4.696,
154.9239,592.0972,4.722,
154.9799,594.6973,4.733,
155.0652,597.3239,4.767,
155.1219,599.7172,4.777,
155.3203,602.1739,4.81,
155.3353,604.6143,4.834,
155.398,607.1511,4.848,
155.5149,609.7401,4.877,
155.4827,612.2442,4.891,
155.6904,614.8822,4.921,
155.7567,617.3782,4.943,
155.7368,619.9877,4.96,
155.8917,622.6158,4.989,
155.966,624.9801,5.003,
155.9431,627.4188,5.03,
156.0386,629.9971,5.054,
155.9547,632.4672,5.073,
156.0285,634.9554,5.088,
156.1549,637.3372,5.116,
156.1555,639.8673,5.143,
156.2955,642.4666,5.155,
156.2485,645.0684,5.188,
156.3419,647.5216,5.2,
156.3223,650.2395,5.228,
156.4662,652.7369,5.253,
156.5982,655.3904,5.266,
156.6228,657.8534,5.3,
156.6972,660.3328,5.311,
156.7551,662.8335,5.342,
156.8056,665.2588,5.365,
157.0043,668.0478,5.378,
157.0687,670.5595,5.405,
157.189,672.9929,5.422,
157.16,675.5729,5.454,
157.3013,677.9773,5.466,
157.4209,680.5118,5.498,
157.4513,682.9522,5.52,
157.5846,685.6391,5.535,
157.647,688.1929,5.564,
157.7357,690.7002,5.577,
157.8467,693.1672,5.605,
158.0446,695.5238,5.631,
158.0082,698.025,5.65,
158.2178,700.6109,5.666,
158.2721,703.2283,5.693,
158.3311,705.8828,5.719,
158.4494,708.3497,5.745,
158.4986,710.7605,5.762,
158.6766,713.1513,5.777,
158.797,715.676,5.806,
158.9297,718.0588,5.832,
158.9896,720.52,5.854,
159.0175,723.1587,5.874,
159.0502,725.8269,5.889,
159.0377,728.2809,5.919,
159.2232,730.9136,5.935,
159.1565,733.6101,5.955,
159.3031,736.072,5.988,
159.4539,738.4419,6,
159.3308,740.88,6.022,
159.4797,743.401,6.055,
159.499,745.8779,6.068,
159.4337,748.3899,6.089,
159.4413,750.8604,6.118,
159.4721,753.2855,6.142,
159.5594,755.7722,6.164,
159.7556,758.2076,6.177,
159.7106,760.872,6.199,
159.8988,763.3943,6.222,
159.8244,765.8322,6.253,
160.0464,768.3589,6.266,
160.007,770.9994,6.289,
160.1209,773.6635,6.314,
160.2339,776.1112,6.347,
160.2002,778.8946,6.358,
160.3559,781.3892,6.385,
160.2869,783.8327,6.399,
160.3236,786.3056,6.433,
