"x","z","t",
161.019,69.8985,0,
160.992,72.1314,0.1,
160.9956,74.385,0.2,
160.9597,76.5948,0.3,
160.967,78.9196,0.4,
160.9637,81.1526,0.5,
160.98,83.4164,0.6,
160.8805,85.6865,0.7,
160.9066,87.9219,0.8,
160.9044,90.1402,0.9,
160.8857,92.3919,1,
160.8606,94.608,1.1,
160.8766,96.9147,1.2,
160.7588,99.0231,1.3,
160.7975,101.2493,1.4,
160.7731,103.54,1.5,
160.8424,105.821,1.6,
160.7881,108.1167,1.7,
160.769,110.2714,1.8,
160.4076,112.5234,1.9,
160.3855,114.6782,2,
160.5141,117.0474,2.1,
160.4201,119.3367,2.2,
160.2705,121.3413,2.3,
160.7513,123.4203,2.4,
160.7964,125.7224,2.5,
160.796,127.8953,2.6,
160.7616,130.182,2.7,
160.7881,132.3398,2.8,
160.7773,134.5074,2.9,
160.7357,136.6177,3,
160.7321,138.81,3.1,
160.6364,141.0482,3.2,
160.582,143.0708,3.3,
160.5488,145.2436,3.4,
160.5313,147.3208,3.5,
160.5569,149.4578,3.6,
160.4942,151.5507,3.7,
160.4615,153.7518,3.8,
160.4043,155.8581,3.9,
160.3413,158.012,4,
160.3057,160.0527,4.1,
160.2972,162.1676,4.2,
160.2294,164.3144,4.3,
160.1958,166.3895,4.4,
160.2046,168.4314,4.5,
160.1589,170.5756,4.6,
160.1702,172.7175,4.7,
160.165,174.7717,4.8,
160.0796,176.7658,4.9,
160.0162,178.9398,5,
160.0093,181.0752,5.1,
159.9797,183.0389,5.2,
159.9491,184.9992,5.3,
159.9678,187.0501,5.4,
159.9727,189.1021,5.5,
159.9868,191.1823,5.6,
159.8799,193.1926,5.7,
159.8516,195.2176,5.8,
159.875,197.2312,5.9,
159.8608,199.2991,6,
159.8768,201.3022,6.1,
159.899,203.2634,6.2,
159.9169,205.2905,6.3,
159.8516,207.3334,6.4,
159.8611,209.2958,6.5,
159.8591,211.1807,6.6,
159.8319,213.1902,6.7,
159.8282,215.1414,6.8,
159.7988,217.1459,6.9,
159.7931,219.1191,7,
159.781,221.0844,7.1,
159.8089,223.0875,7.2,
159.784,225.1094,7.3,
159.7217,227.08,7.4,
159.6943,229.052,7.5,
159.6488,231.0341,7.6,
159.6247,233.0513,7.7,
159.5967,234.9759,7.8,
159.5754,236.9185,7.9,
159.5554,238.895,8,
159.6072,240.7567,8.1,
159.5831,242.7847,8.2,
159.5945,244.7582,8.3,
