"x","z","t",
153.6418,64.3774,0,
153.6683,67.938,0.2,
153.6379,71.6108,0.4,
153.565,75.2917,0.6,
153.6443,78.8358,0.8,
153.482,82.4689,1,
153.5988,86.1351,1.2,
153.5758,89.7721,1.4,
153.5882,93.3508,1.6,
153.5874,96.9592,1.8,
153.5633,100.5771,2,
153.6201,104.0825,2.2,
153.5637,107.7473,2.4,
153.5976,111.3919,2.6,
153.5955,114.886,2.8,
153.684,118.6824,3,
153.6813,122.1892,3.2,
153.7182,125.7618,3.4,
153.8139,129.4538,3.6,
153.7128,133.0407,3.8,
153.7115,136.5775,4,
153.7408,140.3822,4.2,
153.6756,143.9029,4.4,
153.7053,147.8119,4.6,
153.7326,151.1631,4.8,
153.7123,154.9955,5,
153.7175,158.5545,5.2,
153.6675,162.1906,5.4,
153.667,165.9639,5.6,
153.7055,169.5744,5.8,
153.6031,173.2209,6,
153.6626,176.8748,6.2,
153.6783,180.5055,6.4,
153.7158,184.1009,6.6,
153.6726,187.8296,6.8,
153.7053,191.2717,7,
153.6838,195.0672,7.2,
153.7003,198.5912,7.4,
153.6612,202.3301,7.6,
153.7671,205.7013,7.8,
153.8352,209.3767,8,
153.6458,213.1367,8.2,
153.7052,216.5751,8.4,
153.6821,220.3626,8.6,
153.5608,223.9025,8.8,
153.6384,227.7115,9,
153.6766,231.2984,9.2,
153.6902,234.8843,9.4,
153.6727,238.6538,9.6,
153.5707,242.3098,9.8,
153.5535,246.1703,10,
153.5779,249.6922,10.2,
153.596,253.5472,10.4,
153.5124,257.3523,10.6,
153.5538,261.0843,10.8,
153.5122,264.6977,11,
153.5236,268.5495,11.2,
153.4496,272.2115,11.4,
153.5046,275.9471,11.6,
153.4472,279.6124,11.8,
153.3953,283.4197,12,
153.4563,286.9165,12.2,
153.412,290.6639,12.4,
153.411,294.3914,12.6,
153.4089,298.1953,12.8,
153.4695,301.8158,13,
153.4727,305.6396,13.2,
153.3913,309.2651,13.4,
153.418,313.0863,13.6,
153.346,316.7611,13.8,
153.3963,320.4782,14,
153.3814,324.1063,14.2,
153.3706,327.8133,14.4,
153.4081,331.5184,14.6,
153.4396,335.3197,14.8,
153.4395,338.9788,15,
153.4764,342.6218,15.2,
153.375,346.3161,15.4,
153.3962,350.0783,15.6,
153.386,353.6768,15.8,
153.3943,357.4974,16,
153.4119,361.0705,16.2,
153.3881,364.841,16.4,
153.379,368.4631,16.6,
153.3779,372.1133,16.8,
153.3739,375.8927,17,
153.2711,379.4756,17.2,
153.3179,383.2433,17.4,
153.3811,386.9343,17.6,
153.3274,390.5912,17.8,
153.3203,394.1661,18,
153.3377,397.885,18.2,
153.3136,401.5863,18.4,
153.2664,405.2212,18.6,
153.3264,408.8697,18.8,
153.2822,412.5517,19,
153.3793,416.26,19.2,
153.3473,419.9528,19.4,
153.3236,423.533,19.6,
153.4076,427.2825,19.8,
153.3578,430.9755,20,
153.4263,434.6958,20.2,
153.4051,438.1837,20.4,
153.4309,441.8198,20.6,
153.4653,445.3685,20.8,
153.4442,449.0257,21,
153.418,452.5617,21.2,
153.3728,456.1985,21.4,
153.3868,459.8639,21.6,
153.3837,463.5767,21.8,
153.5401,467.1981,22,
153.6062,470.8872,22.2,
153.5314,474.3644,22.4,
153.5785,478.3231,22.6,
153.5407,481.6529,22.8,
153.6427,485.5046,23,
153.5669,488.8884,23.2,
153.605,492.612,23.4,
153.615,496.2089,23.6,
153.6025,499.8238,23.8,
153.5846,503.4473,24,
153.6073,506.9502,24.2,
153.5668,510.6812,24.4,
153.589,514.0957,24.6,
153.6314,517.8133,24.8,
153.6062,521.4531,25,
153.557,524.9184,25.2,
153.6289,528.5922,25.4,
153.5394,532.0979,25.6,
153.6508,535.8064,25.8,
153.5884,539.3435,26,
153.6128,542.9243,26.2,
153.6535,546.3906,26.4,
153.6396,550.1073,26.6,
153.7006,553.5371,26.8,
153.6763,557.0052,27,
153.7201,560.5654,27.2,
153.7015,563.9072,27.4,
153.7328,567.488,27.6,
153.7746,571.1015,27.8,
153.8179,574.4432,28,
153.7703,578.0171,28.2,
153.773,581.5138,28.4,
153.7922,584.9816,28.6,
153.8876,588.4399,28.8,
153.8333,591.9085,29,
153.8719,595.385,29.2,
153.6543,598.8804,29.4,
153.6441,602.3386,29.6,
153.5972,605.858,29.8,
153.5778,609.2953,30,
153.5482,612.7275,30.2,
153.4098,616.1839,30.4,
153.3891,619.8471,30.6,
153.3002,623.1545,30.8,
153.3036,626.606,31,
153.2945,630.0733,31.2,
153.2038,633.5378,31.4,
153.165,636.9398,31.6,
153.1576,640.5527,31.8,
153.1099,643.8589,32,
153.0207,647.3294,32.2,
153.043,650.7485,32.4,
152.9512,654.1809,32.6,
152.9861,657.6632,32.8,
152.9227,661.1556,33,
152.8496,664.6015,33.2,
152.8281,668.0443,33.4,
152.825,671.534,33.6,
152.8,674.9812,33.8,
152.8113,678.4347,34,
152.8048,681.9364,34.2,
152.7413,685.5009,34.4,
152.7292,688.9394,34.6,
152.7109,692.4587,34.8,
152.7137,695.9179,35,
152.5925,699.4935,35.2,
152.5729,702.9097,35.4,
152.5508,706.4244,35.6,
152.4737,709.8326,35.8,
152.4455,713.4251,36,
152.4201,716.8702,36.2,
152.3157,720.3178,36.4,
152.3398,723.8944,36.6,
152.1816,727.4747,36.8,
152.2355,730.8585,37,
152.2003,734.4459,37.2,
152.112,737.9178,37.4,
151.9916,741.5043,37.6,
151.9359,745.042,37.8,
151.8576,748.62,38,
151.8868,752.0947,38.2,
151.828,755.7051,38.4,
151.8095,759.3102,38.6,
151.7777,762.8046,38.8,
151.7641,766.425,39,
151.7339,769.8499,39.2,
151.7493,773.5223,39.4,
151.7408,777.0008,39.6,
151.7602,780.7445,39.8,
151.6863,784.2617,40,
151.7912,788.0245,40.2,
151.7267,791.7384,40.4,
151.7332,795.235,40.6,
151.7049,798.994,40.8,
151.7465,802.5402,41,
151.7347,806.2264,41.2,
151.686,809.8774,41.4,
151.7054,813.6534,41.6,
151.7342,817.2377,41.8,
151.6592,820.9571,42,
151.4867,824.6566,42.2,
151.4514,828.443,42.4,
151.4724,832.0439,42.6,
151.5081,835.7651,42.8,
151.4518,839.4851,43,
151.4527,843.0052,43.2,
151.4412,846.9435,43.4,
151.4449,850.5742,43.6,
151.4387,854.1257,43.8,
151.4226,857.9396,44,
151.3938,861.5136,44.2,
151.4676,865.21,44.4,
151.4369,868.7999,44.6,
151.3368,872.6153,44.8,
151.4346,876.2117,45,
151.3852,879.8134,45.2,
151.4468,883.6286,45.4,
151.4449,887.0605,45.6,
151.4609,890.799,45.8,
151.5258,894.4637,46,
151.4511,897.8838,46.2,
151.5189,901.7914,46.4,
151.568,905.3506,46.6,
151.5847,908.9425,46.8,
151.6525,912.448,47,
151.6785,916.1253,47.2,
151.5951,919.6453,47.4,
151.7272,923.3829,47.6,
151.7793,926.8027,47.8,
151.8832,930.3922,48,
151.7773,933.9211,48.2,
151.9007,937.6723,48.4,
151.9391,941.0476,48.6,
151.9705,944.9378,48.8,
152.0127,948.2658,49,
152.1019,951.8896,49.2,
152.1518,955.4867,49.4,
152.1398,959.0145,49.6,
152.1186,962.4083,49.8,
152.143,966.0067,50,
152.143,969.3489,50.2,
152.1097,972.8983,50.4,
152.0855,976.2699,50.6,
152.0896,979.8485,50.8,
152.1042,983.3162,51,
152.1121,986.5726,51.2,
152.0912,990.1422,51.4,
154.5145,996.8684,51.6,
154.5733,1000.0066,51.8,
154.4828,1002.8523,52,
154.1254,1005.8314,52.2,
154.1052,1008.7106,52.4,
153.841,1011.8017,52.6,
153.648,1014.6893,52.8,
153.4606,1017.7309,53,
153.4898,1021.0038,53.2,
