"x","z","t",
161.9008,38.0631,0,
161.8035,40.2896,0.04,
161.8414,42.5489,0.08,
161.7379,44.8135,0.12,
161.7153,46.9484,0.16,
161.6552,49.2715,0.2,
161.6303,51.5608,0.24,
161.5467,53.8413,0.28,
161.5048,56.0644,0.32,
161.3865,58.4375,0.36,
161.3046,60.7265,0.4,
161.3038,62.9233,0.44,
161.3418,65.0386,0.48,
161.3118,67.3127,0.52,
161.4644,69.6382,0.56,
161.4679,71.6703,0.6,
161.3477,73.8198,0.64,
161.2996,75.991,0.68,
161.3374,78.128,0.72,
161.325,80.3608,0.76,
161.2849,82.4151,0.8,
161.3792,84.5774,0.84,
161.3516,86.6671,0.88,
161.3046,88.7895,0.92,
161.2309,90.9508,0.96,
161.3107,93.151,1,
161.2005,95.2596,1.04,
161.1884,97.5009,1.08,
161.1844,99.8128,1.12,
161.1822,101.9593,1.16,
161.133,104.074,1.2,
161.0218,106.4927,1.24,
160.9667,108.5891,1.28,
160.8731,110.7285,1.32,
160.7191,112.9093,1.36,
160.6981,115.2022,1.4,
160.5995,117.4323,1.44,
160.5697,119.7846,1.48,
160.4847,122.0306,1.52,
160.4453,124.3373,1.56,
160.2561,126.6195,1.6,
160.1902,129.0136,1.64,
160.0848,131.1791,1.68,
159.9909,133.462,1.72,
159.9634,135.7414,1.76,
159.895,138.0548,1.8,
159.7302,140.2743,1.84,
159.6765,142.6951,1.88,
159.668,144.8698,1.92,
159.4914,147.1514,1.96,
159.4818,149.3139,2,
159.4052,151.7647,2.04,
159.2176,154.08,2.08,
159.2326,156.3067,2.12,
159.0911,158.5408,2.16,
159.1348,160.7222,2.2,
159.0717,163.0503,2.24,
159.1046,165.2808,2.28,
159.0697,167.5665,2.32,
159.0133,169.8316,2.36,
158.9854,172.0206,2.4,
158.8844,174.2034,2.44,
158.8871,176.4154,2.48,
158.855,178.7314,2.52,
158.8172,180.9279,2.56,
158.8458,183.1764,2.6,
158.8594,185.511,2.64,
158.8243,187.7134,2.68,
158.6231,189.9103,2.72,
158.6127,192.0613,2.76,
158.5747,194.3078,2.8,
158.4691,196.4117,2.84,
158.3259,198.7606,2.88,
158.246,200.9479,2.92,
158.1892,203.216,2.96,
158.0027,205.3598,3,
157.9836,207.763,3.04,
157.8141,209.9481,3.08,
157.7003,212.2235,3.12,
157.6037,214.5251,3.16,
157.5504,216.7822,3.2,
157.3691,219.0435,3.24,
157.2562,221.3493,3.28,
157.1351,223.6835,3.32,
