"x","z","t",
146.9987,63.8728,0,
146.7576,71.6634,0.016667,
146.7108,79.3971,0.033333,
146.6102,86.9508,0.05,
146.5091,94.857,0.066667,
146.4291,102.6604,0.083333,
146.3567,110.3747,0.1,
146.3196,118.143,0.11667,
146.2788,125.8844,0.13333,
146.2289,133.592,0.15,
146.1232,141.4638,0.16667,
146.0893,149.0677,0.18333,
146.0251,156.6797,0.2,
145.9734,164.4298,0.21667,
145.8363,171.9681,0.23333,
145.8704,179.5144,0.25,
145.7208,187.1264,0.26667,
145.6386,194.6453,0.28333,
145.5937,202.1716,0.3,
145.4736,209.536,0.31667,
145.3441,217.0859,0.33333,
145.3258,224.4427,0.35,
145.2818,231.8667,0.36667,
145.1663,239.2364,0.38333,
145.0653,246.6092,0.4,
145.0113,253.8624,0.41667,
144.9632,261.4214,0.43333,
144.9292,268.5879,0.45,
144.8416,275.9426,0.46667,
144.7958,283.2629,0.48333,
144.7047,290.6437,0.5,
144.6704,298.0379,0.51667,
144.587,305.3767,0.53333,
144.5152,312.7433,0.55,
144.4956,320.0691,0.56667,
144.4541,327.3612,0.58333,
144.4047,334.7506,0.6,
144.3405,342.177,0.61667,
144.2979,349.4676,0.63333,
144.2062,356.9013,0.65,
144.1625,364.0845,0.66667,
144.1832,371.3925,0.68333,
144.1755,378.676,0.7,
144.1704,385.9524,0.71667,
144.1266,393.1828,0.73333,
144.155,400.3283,0.75,
144.1808,407.5135,0.76667,
144.1515,414.7789,0.78333,
144.1542,421.9166,0.8,
144.0509,429.1296,0.81667,
144.1714,436.2346,0.83333,
144.0701,443.4231,0.85,
144.0173,450.6561,0.86667,
144.0086,457.7528,0.88333,
143.9179,464.9757,0.9,
143.7927,472.1461,0.91667,
143.5819,479.2516,0.93333,
143.5249,486.2709,0.95,
143.4711,493.2862,0.96667,
143.4057,500.428,0.98333,
143.2773,507.4131,1,
143.1772,514.3521,1.0167,
142.9807,521.4249,1.0333,
142.8564,528.4146,1.05,
142.7057,535.4218,1.0667,
142.5496,542.5522,1.0833,
142.5173,549.5363,1.1,
142.4228,556.5958,1.1167,
142.3176,563.7499,1.1333,
142.1753,570.7204,1.15,
141.9953,577.8507,1.1667,
141.9493,585.0902,1.1833,
141.8589,592.352,1.2,
141.7816,599.6128,1.2167,
141.7489,606.9452,1.2333,
141.573,614.3283,1.25,
141.642,621.8082,1.2667,
141.559,629.3076,1.2833,
141.5166,636.8859,1.3,
141.3524,644.4225,1.3167,
141.3231,652.0392,1.3333,
141.2706,659.701,1.35,
141.142,667.325,1.3667,
141.0951,674.8504,1.3833,
141.0278,682.5495,1.4,
140.9595,690.1931,1.4167,
140.9423,697.655,1.4333,
140.9562,705.2921,1.45,
140.9214,712.7912,1.4667,
140.7976,720.3626,1.4833,
140.6867,727.8402,1.5,
140.7078,735.4799,1.5167,
140.5739,742.9012,1.5333,
140.5014,750.5429,1.55,
140.4137,758.0876,1.5667,
140.1482,765.8339,1.5833,
140.1017,773.4003,1.6,
139.9962,780.954,1.6167,
140.0606,788.6616,1.6333,
139.9613,796.322,1.65,
139.93,803.9663,1.6667,
139.8482,811.533,1.6833,
139.8429,819.0907,1.7,
139.8887,826.8922,1.7167,
139.8611,834.4423,1.7333,
139.911,842.0393,1.75,
139.8203,849.6142,1.7667,
139.9166,857.2665,1.7833,
139.885,865.0105,1.8,
139.7859,872.7036,1.8167,
139.8337,880.4613,1.8333,
139.7336,888.274,1.85,
139.7132,896.1374,1.8667,
139.6622,903.9466,1.8833,
139.6725,911.7178,1.9,
139.4959,919.7622,1.9167,
139.527,927.7013,1.9333,
139.5341,935.4562,1.95,
139.4841,943.3012,1.9667,
139.3361,951.2878,1.9833,
139.1191,959.1789,2,
139.2166,967.1329,2.0167,
139.1803,975.0066,2.0333,
139.1593,982.979,2.05,
139.0887,990.9148,2.0667,
139.1047,998.804,2.0833,
139.112,1006.7539,2.1,
139.0623,1014.5326,2.1167,
139.1203,1022.4141,2.1333,
139.1026,1029.9039,2.15,
139.0848,1037.9578,2.1667,
139.1434,1045.5518,2.1833,
139.179,1053.2115,2.2,
139.1817,1060.866,2.2167,
139.2325,1068.5319,2.2333,
139.3534,1076.0974,2.25,
139.416,1083.6045,2.2667,
139.3362,1091.0791,2.2833,
139.4361,1098.5604,2.3,
139.4706,1105.941,2.3167,
139.5172,1113.2364,2.3333,
139.5055,1120.6303,2.35,
139.574,1127.9,2.3667,
139.6797,1135.1661,2.3833,
139.7371,1142.5471,2.4,
139.6679,1149.6907,2.4167,
139.7328,1156.9926,2.4333,
139.721,1164.3721,2.45,
139.7613,1171.6266,2.4667,
139.651,1179.0444,2.4833,
139.5946,1186.4731,2.5,
139.5392,1193.8018,2.5167,
139.6215,1201.2472,2.5333,
139.5694,1208.5159,2.55,
139.6002,1216.1185,2.5667,
139.6062,1223.6068,2.5833,
139.5765,1230.9605,2.6,
139.5952,1238.3872,2.6167,
139.5756,1245.8696,2.6333,
139.5918,1253.3057,2.65,
139.5557,1260.7207,2.6667,
139.519,1268.5331,2.6833,
139.657,1275.9676,2.7,
139.7871,1283.4553,2.7167,
139.7555,1290.9698,2.7333,
139.9335,1298.5431,2.75,
139.929,1305.9982,2.7667,
139.9122,1313.3869,2.7833,
140.0057,1320.7178,2.8,
140.1781,1328.068,2.8167,
140.2008,1335.2285,2.8333,
140.2553,1342.5119,2.85,
140.2416,1349.7035,2.8667,
140.3848,1356.9153,2.8833,
140.3267,1364.2141,2.9,
140.3995,1371.4134,2.9167,
140.3875,1378.8314,2.9333,
140.4221,1385.9036,2.95,
140.4606,1393.2028,2.9667,
140.492,1400.4196,2.9833,
140.3972,1407.5993,3,
140.2671,1414.6664,3.0167,
140.1753,1421.8967,3.0333,
140.1463,1429.0017,3.05,
139.972,1436.3245,3.0667,
139.8848,1443.404,3.0833,
139.8547,1450.6234,3.1,
139.7602,1457.9556,3.1167,
139.8391,1465.1849,3.1333,
139.7061,1472.4941,3.15,
139.6322,1479.9174,3.1667,
139.618,1487.2391,3.1833,
139.5762,1494.5646,3.2,
139.6164,1501.822,3.2167,
