"x","z","t",
137.7934,57.8197,0,
137.5631,60.3726,0.083333,
137.7241,63.1561,0.16667,
137.6433,65.5648,0.25,
137.5864,67.9455,0.33333,
137.469,70.3372,0.41667,
137.4329,72.633,0.5,
137.1983,75.0785,0.58333,
137.1381,77.3139,0.66667,
137.1039,79.5796,0.75,
137.1119,81.9193,0.83333,
137.0817,84.3404,0.91667,
136.9984,86.7263,1,
136.8172,89.398,1.0833,
136.9011,91.8153,1.1667,
136.6966,94.1307,1.25,
136.6536,96.5241,1.3333,
136.5787,99.04,1.4167,
136.4926,101.487,1.5,
136.3857,103.8463,1.5833,
136.3658,106.2406,1.6667,
136.26,108.6692,1.75,
136.2098,111.1256,1.8333,
136.1997,113.5491,1.9167,
136.0558,115.8581,2,
136.0382,118.2534,2.0833,
135.9968,120.7422,2.1667,
135.9169,123.2552,2.25,
135.8715,125.8562,2.3333,
135.8259,128.2454,2.4167,
135.6761,130.5457,2.5,
135.6666,132.9008,2.5833,
135.5732,135.4506,2.6667,
135.606,137.8846,2.75,
135.6278,140.2641,2.8333,
135.5903,142.8556,2.9167,
135.5962,145.1702,3,
135.3994,147.724,3.0833,
135.5674,150.0758,3.1667,
135.5366,152.422,3.25,
135.5619,154.9029,3.3333,
135.3455,157.2784,3.4167,
135.4396,159.7013,3.5,
135.3732,161.9635,3.5833,
135.4498,164.3931,3.6667,
135.3816,166.6236,3.75,
135.4982,168.9866,3.8333,
135.1978,171.969,3.9167,
135.2781,174.2669,4,
135.2042,176.7418,4.0833,
135.1648,179.1468,4.1667,
135.1137,181.5962,4.25,
135.0988,184.1319,4.3333,
135.0439,186.619,4.4167,
134.8995,189.0032,4.5,
134.9553,191.2757,4.5833,
134.8697,193.7875,4.6667,
134.896,196.1741,4.75,
134.8835,198.7058,4.8333,
134.8707,201.0444,4.9167,
134.7588,203.4757,5,
134.6245,206.0558,5.0833,
134.6223,208.5053,5.1667,
134.5482,210.8948,5.25,
134.6,213.3224,5.3333,
134.5229,215.7764,5.4167,
134.4283,218.194,5.5,
134.3001,220.4384,5.5833,
134.1532,222.9126,5.6667,
134.2214,225.3776,5.75,
134.1342,227.8696,5.8333,
134.1112,230.2372,5.9167,
134.1093,232.7543,6,
134.0461,235.2352,6.0833,
133.974,237.5882,6.1667,
134.004,239.9413,6.25,
133.831,242.3009,6.3333,
133.854,244.804,6.4167,
133.7314,247.1443,6.5,
133.7134,249.6177,6.5833,
133.6863,252.0042,6.6667,
133.6764,254.2756,6.75,
133.5417,256.6055,6.8333,
133.6156,259.055,6.9167,
133.4938,261.3245,7,
133.5231,263.8105,7.0833,
133.4666,266.1331,7.1667,
133.4134,268.3948,7.25,
133.4061,270.9148,7.3333,
133.4122,273.2344,7.4167,
133.3849,275.5661,7.5,
133.298,277.9254,7.5833,
133.3081,280.4054,7.6667,
133.2169,282.7792,7.75,
133.2421,285.0598,7.8333,
133.2123,287.3783,7.9167,
133.2136,289.7456,8,
133.0883,292.2116,8.0833,
133.0689,294.4064,8.1667,
133.0335,296.9002,8.25,
133.0094,299.3213,8.3333,
132.9379,301.624,8.4167,
132.8757,304.0969,8.5,
132.8464,306.3875,8.5833,
132.8162,308.9886,8.6667,
132.8414,311.2428,8.75,
132.8034,313.6671,8.8333,
132.6947,316.1228,8.9167,
132.5448,318.503,9,
132.4914,320.8223,9.0833,
132.3574,323.2461,9.1667,
132.265,325.8291,9.25,
132.0681,328.1579,9.3333,
132.1522,330.6972,9.4167,
132.0668,333.1158,9.5,
132.0344,335.5426,9.5833,
131.9046,338.0248,9.6667,
131.7913,340.2585,9.75,
131.6805,342.8654,9.8333,
131.6136,345.2577,9.9167,
131.5095,347.5887,10,
131.338,349.9765,10.0833,
131.2662,352.3906,10.1667,
131.1633,354.9182,10.25,
131.1737,357.2743,10.3333,
131.1312,359.6923,10.4167,
130.9907,361.9681,10.5,
130.9965,364.3599,10.5833,
130.9047,366.8457,10.6667,
130.8841,369.225,10.75,
130.7829,371.559,10.8333,
130.6911,373.9081,10.9167,
130.6913,376.4002,11,
130.6999,378.8664,11.0833,
130.5748,381.128,11.1667,
130.4252,383.6186,11.25,
130.4955,386.0036,11.3333,
130.3267,388.3898,11.4167,
130.3723,390.8316,11.5,
130.3849,393.2017,11.5833,
130.3351,395.6105,11.6667,
130.3046,398.0401,11.75,
130.2448,400.5467,11.8333,
130.2333,403.0372,11.9167,
130.2098,405.3639,12,
130.1863,407.927,12.0833,
130.0876,410.3008,12.1667,
129.9967,412.7568,12.25,
129.8703,415.2348,12.3333,
129.7061,417.8776,12.4167,
129.8485,420.3197,12.5,
129.6916,422.8132,12.5833,
129.7252,425.3732,12.6667,
129.6882,428.0038,12.75,
129.565,430.4036,12.8333,
129.5229,432.9345,12.9167,
129.4306,435.5009,13,
129.4174,437.9677,13.0833,
129.2783,440.4768,13.1667,
129.2482,442.9116,13.25,
129.2027,445.3536,13.3333,
129.134,447.9304,13.4167,
129.0034,450.4508,13.5,
128.9993,452.9102,13.5833,
128.8375,455.3629,13.6667,
128.9123,457.9463,13.75,
128.7351,460.5623,13.8333,
128.6412,463.162,13.9167,
128.5984,465.5744,14,
128.5727,468.1559,14.0833,
128.5554,470.7214,14.1667,
128.5218,473.4221,14.25,
128.3852,476.0021,14.3333,
128.303,478.51,14.4167,
128.2111,481.0769,14.5,
128.1612,483.5629,14.5833,
128.0417,486.1748,14.6667,
127.861,488.6923,14.75,
127.9555,491.3156,14.8333,
127.8844,494.0289,14.9167,
127.7717,496.6074,15,
127.8071,499.2157,15.0833,
127.6728,501.8311,15.1667,
127.7561,504.3344,15.25,
127.643,506.9799,15.3333,
127.5127,509.6109,15.4167,
127.4421,512.1706,15.5,
127.3795,514.9032,15.5833,
127.3322,517.4628,15.6667,
127.2885,520.0681,15.75,
127.2278,522.7914,15.8333,
127.2268,525.4271,15.9167,
127.1341,528.0873,16,
127.0533,530.7616,16.0833,
127.0363,533.4884,16.1667,
126.9545,536.0278,16.25,
126.8686,538.6569,16.3333,
126.7695,541.2851,16.4167,
126.7126,543.9122,16.5,
126.618,546.6982,16.5833,
126.5667,549.2862,16.6667,
126.4892,551.9155,16.75,
126.3473,554.71,16.8333,
126.3566,557.3444,16.9167,
126.4819,560.8274,17,
126.4661,563.5098,17.0833,
126.4937,566.2886,17.1667,
126.3765,568.8755,17.25,
126.1874,571.269,17.3333,
126.0938,573.5672,17.4167,
125.9917,575.7965,17.5,
125.9243,578.438,17.5833,
125.8349,581.02,17.6667,
125.8219,583.5184,17.75,
125.8596,586.1472,17.8333,
125.8047,588.8842,17.9167,
125.8238,591.4363,18,
125.7289,594.2038,18.0833,
125.66,596.8021,18.1667,
125.6543,599.4709,18.25,
125.5705,602.1431,18.3333,
125.6273,604.727,18.4167,
125.4675,607.363,18.5,
125.464,609.9316,18.5833,
125.4673,612.6639,18.6667,
125.3686,615.4014,18.75,
125.3825,618.1422,18.8333,
125.2471,620.7677,18.9167,
125.2549,623.5046,19,
125.1155,626.1442,19.0833,
