"x","z","t",
167.1804,55.487,0,
167.133,62.2328,0.016667,
167.0388,69.0128,0.033333,
167.0562,75.9978,0.05,
167.0475,82.6817,0.066667,
166.9842,89.3311,0.083333,
166.913,95.9765,0.1,
166.8677,102.7411,0.11667,
166.8429,109.3807,0.13333,
166.8547,116.1507,0.15,
166.821,122.8092,0.16667,
166.7687,129.4256,0.18333,
166.7934,136.1464,0.2,
166.8101,142.8327,0.21667,
166.9179,149.4009,0.23333,
166.9324,156.1172,0.25,
166.8796,162.7281,0.26667,
166.9436,169.4082,0.28333,
166.9825,176.234,0.3,
167.0831,182.8232,0.31667,
167.0284,189.6221,0.33333,
167.1523,196.309,0.35,
167.2896,202.9406,0.36667,
167.3785,209.7682,0.38333,
167.4762,216.552,0.4,
167.4731,223.2268,0.41667,
167.5237,229.8901,0.43333,
167.5199,236.5742,0.45,
167.676,243.4713,0.46667,
167.6727,250.1706,0.48333,
167.6699,256.8673,0.5,
167.7624,263.6103,0.51667,
167.7224,270.2715,0.53333,
167.791,277.0344,0.55,
167.9094,283.753,0.56667,
167.9354,290.4677,0.58333,
168.0132,297.2155,0.6,
168.0653,303.9517,0.61667,
168.0428,310.6047,0.63333,
168.1385,317.3904,0.65,
168.1962,324.0124,0.66667,
168.1829,330.7363,0.68333,
168.2388,337.3882,0.7,
168.2577,344.0294,0.71667,
168.331,350.7778,0.73333,
168.4079,357.531,0.75,
168.3604,364.2603,0.76667,
168.438,371.0053,0.78333,
168.4733,377.9133,0.8,
168.522,384.6291,0.81667,
168.5078,391.4075,0.83333,
168.5084,398.2035,0.85,
168.4492,405.0011,0.86667,
168.4945,411.9563,0.88333,
168.3071,418.7683,0.9,
168.2192,425.598,0.91667,
168.1756,432.4433,0.93333,
167.9045,439.4024,0.95,
167.7524,446.2304,0.96667,
167.5823,452.7926,0.98333,
167.4233,459.6434,1,
167.2036,466.4099,1.0167,
167.0532,473.0279,1.0333,
166.7757,479.628,1.05,
166.5284,486.2402,1.0667,
166.3754,492.8813,1.0833,
166.1358,499.5439,1.1,
165.9393,506.2195,1.1167,
165.823,513.0098,1.1333,
165.6778,519.6328,1.15,
165.5538,526.4392,1.1667,
165.4518,533.1581,1.1833,
165.2145,539.8295,1.2,
165.1686,546.5341,1.2167,
165.0753,553.3475,1.2333,
164.9828,559.9707,1.25,
164.9305,566.7884,1.2667,
164.8834,573.5499,1.2833,
164.8631,580.2837,1.3,
164.7411,587.0695,1.3167,
164.8154,593.9867,1.3333,
164.8215,600.7424,1.35,
164.7799,607.6495,1.3667,
164.6836,614.5488,1.3833,
164.7064,621.311,1.4,
164.6284,628.1147,1.4167,
164.6463,635.0379,1.4333,
164.8494,641.9073,1.45,
164.8945,648.6727,1.4667,
164.9235,655.2903,1.4833,
164.9153,662.1487,1.5,
164.9642,668.9094,1.5167,
164.9923,675.7032,1.5333,
165.1295,682.4828,1.55,
165.1624,689.2394,1.5667,
165.2178,695.9853,1.5833,
165.2796,702.7072,1.6,
165.563,709.4791,1.6167,
165.5829,716.1321,1.6333,
165.7272,722.9097,1.65,
165.8457,729.6878,1.6667,
165.9137,736.307,1.6833,
