"x","z","t",
146.6422,48.7014,0,
146.5675,51.0543,0.1,
146.5814,53.3433,0.2,
146.5656,55.765,0.3,
146.5066,58.1451,0.4,
146.4751,60.59,0.5,
146.4823,62.9203,0.6,
146.4612,65.2334,0.7,
146.4095,67.6744,0.8,
146.4196,70.0586,0.9,
146.3814,72.4107,1,
146.3824,74.8313,1.1,
146.3115,77.1604,1.2,
146.3905,79.6265,1.3,
146.35,81.9496,1.4,
146.3558,84.2259,1.5,
146.2933,86.7443,1.6,
146.2926,89.0701,1.7,
146.2816,91.5654,1.8,
146.2054,94.0405,1.9,
146.1646,96.3274,2,
146.2011,98.765,2.1,
146.1437,101.2719,2.2,
146.1211,103.6604,2.3,
146.1541,105.9249,2.4,
146.1098,108.3644,2.5,
146.0902,110.9451,2.6,
146.0722,113.3641,2.7,
146.0883,115.6359,2.8,
146.0584,118.0832,2.9,
146.0384,120.5507,3,
146.0231,123.0053,3.1,
145.9998,125.3603,3.2,
146.0112,127.8684,3.3,
146.0321,130.1862,3.4,
145.9219,132.5205,3.5,
145.8451,134.9749,3.6,
145.9151,137.3998,3.7,
145.8779,139.8655,3.8,
145.9073,142.2774,3.9,
145.9061,144.7827,4,
145.8118,147.1887,4.1,
145.7982,149.5494,4.2,
145.7172,151.9491,4.3,
145.7159,154.3303,4.4,
145.7584,156.7986,4.5,
145.7577,159.1178,4.6,
145.7555,161.6077,4.7,
145.7542,164.0225,4.8,
145.6622,166.2265,4.9,
145.6632,168.6399,5,
145.7041,171.1742,5.1,
145.6478,173.6392,5.2,
145.6294,175.9549,5.3,
145.6336,178.1115,5.4,
145.6415,180.5379,5.5,
145.6218,183.0567,5.6,
145.6213,185.3862,5.7,
145.5973,187.6052,5.8,
145.5542,190.1299,5.9,
145.5296,192.6456,6,
145.4865,194.8766,6.1,
145.4214,197.2519,6.2,
145.409,199.7444,6.3,
145.4116,202.1009,6.4,
145.3757,204.3603,6.5,
145.3779,206.8226,6.6,
145.3081,209.1839,6.7,
145.3617,211.599,6.8,
145.3521,214.0121,6.9,
145.4135,216.3388,7,
145.3825,218.8226,7.1,
145.3218,221.1325,7.2,
145.2931,223.5027,7.3,
145.2591,225.794,7.4,
145.2186,228.1465,7.5,
145.2934,230.7341,7.6,
145.2293,233.0044,7.7,
145.1439,235.3682,7.8,
145.1706,237.8617,7.9,
145.1296,240.2578,8,
145.1072,242.6163,8.1,
144.9905,244.9361,8.2,
145.0249,247.2905,8.3,
145.0399,249.7465,8.4,
144.9968,252.0145,8.5,
144.9403,254.3356,8.6,
144.9294,256.8279,8.7,
144.9039,259.174,8.8,
144.8686,261.5464,8.9,
144.8534,263.8963,9,
144.8689,266.2244,9.1,
144.8292,268.772,9.2,
144.7856,271.0185,9.3,
144.7939,273.4236,9.4,
144.7547,275.8456,9.5,
144.6967,278.1593,9.6,
144.6861,280.5113,9.7,
144.5884,282.8071,9.8,
144.5439,285.158,9.9,
144.5493,287.6063,10,
144.5767,289.9784,10.1,
144.5025,292.2501,10.2,
144.4877,294.6649,10.3,
144.4543,297.0451,10.4,
144.4779,299.4523,10.5,
144.4326,301.8701,10.6,
