"x","z","t",
102.1236,50.5476,0,
102.1019,52.2451,0.02,
102.0674,53.8114,0.027,
102.149,55.408,0.046,
102.1246,56.9582,0.051,
102.2657,58.731,0.063,
102.0991,60.1996,0.075,
102.0731,61.9236,0.087,
102.1895,63.5019,0.11,
102.1476,65.1668,0.123,
102.2388,66.7873,0.125,
102.0941,68.4374,0.15,
102.1404,70.0466,0.154,
102.1476,71.7125,0.162,
102.2463,73.3498,0.175,
102.2609,74.9686,0.197,
102.27,76.6218,0.201,
102.2903,78.2741,0.223,
102.224,79.7121,0.226,
102.3059,81.3121,0.238,
102.3639,82.9036,0.266,
102.2916,84.5002,0.272,
102.3601,86.0756,0.275,
102.2189,87.6349,0.287,
102.4567,89.1891,0.3,
102.4326,90.7146,0.323,
102.4743,92.4071,0.331,
102.4719,94.0034,0.341,
102.4216,95.4894,0.35,
102.5173,97.1177,0.362,
102.5737,98.6023,0.382,
102.5358,100.2331,0.388,
102.4769,101.7125,0.4,
102.4902,103.2736,0.421,
102.6501,104.7966,0.428,
102.5239,106.4689,0.448,
102.6204,108.1744,0.464,
102.5564,109.6633,0.465,
102.507,111.3616,0.475,
102.6288,112.7711,0.498,
102.5725,114.3405,0.509,
102.616,115.9857,0.513,
102.5559,117.5326,0.533,
102.5697,119.1199,0.543,
102.5959,120.6804,0.56,
102.5451,122.2749,0.577,
102.5781,123.8272,0.578,
102.6146,125.3892,0.587,
102.721,126.82,0.6,
102.7852,128.3945,0.621,
102.7302,130.0138,0.634,
102.7539,131.6901,0.639,
102.8136,133.2539,0.65,
102.8059,134.8963,0.662,
102.8323,136.3058,0.675,
102.963,137.7768,0.7,
102.8324,139.3062,0.702,
102.9635,140.8959,0.712,
102.9717,142.5536,0.725,
102.8807,144.1059,0.737,
102.9724,145.6189,0.762,
102.8978,147.2283,0.771,
102.9919,148.7088,0.775,
102.9738,150.3918,0.787,
102.9738,151.8224,0.806,
103.0643,153.4945,0.815,
102.9811,155.1456,0.833,
103.0005,156.6356,0.847,
103.1027,158.2585,0.85,
103.0273,159.767,0.871,
102.9723,161.164,0.883,
102.9311,162.6876,0.887,
102.98,164.3364,0.9,
102.928,165.8837,0.923,
102.872,167.3432,0.928,
102.8459,168.8522,0.946,
102.9509,170.3389,0.961,
102.9173,171.8055,0.964,
102.8555,173.3515,0.975,
102.8178,174.8747,0.987,
102.7558,176.4089,1.01,
102.8786,177.9981,1.025,
102.862,179.5778,1.026,
102.7696,181.0223,1.053,
102.924,182.577,1.061,
102.9414,184.087,1.062,
103.0345,185.7375,1.075,
102.9558,187.3454,1.087,
103.0444,188.8492,1.109,
103.0401,190.3318,1.118,
103.0425,191.718,1.125,
103.1882,193.2553,1.137,
103.1157,194.8483,1.15,
103.078,196.3499,1.17,
102.9695,197.8729,1.186,
103.0589,199.3474,1.188,
103.0813,200.8112,1.2,
103.0172,202.2963,1.212,
103.0937,203.8594,1.232,
103.1236,205.286,1.241,
103.0634,206.7871,1.25,
103.1275,208.3239,1.272,
103.0917,209.6593,1.283,
103.0852,211.178,1.287,
103.0402,212.5879,1.3,
103.1145,214.1239,1.32,
103.1761,215.5412,1.329,
103.099,217.0562,1.337,
103.1339,218.5364,1.35,
103.1703,220.0033,1.362,
103.1604,221.4864,1.375,
103.1018,222.9059,1.387,
103.232,224.4441,1.4,
103.1445,225.9592,1.413,
103.1725,227.5103,1.434,
103.1567,228.9904,1.442,
103.1406,230.4462,1.45,
103.2412,231.7707,1.462,
103.1401,233.275,1.487,
103.1525,234.8764,1.494,
103.1421,236.3244,1.5,
102.9971,237.7752,1.522,
103.0194,239.232,1.528,
103.0754,240.7618,1.539,
