"x","z","t",
47.1941,73.3876,0,
47.2615,78.8709,0.001,
47.3142,84.3737,0.003,
47.322,89.7027,0.011,
47.3692,95.0126,0.024,
47.423,100.4687,0.027,
47.5266,105.9656,0.037,
47.5081,111.3771,0.041,
47.5272,116.8058,0.047,
47.5809,122.2101,0.053,
47.5471,127.6243,0.061,
47.6781,132.9818,0.073,
47.6278,138.2947,0.075,
47.7103,143.6566,0.082,
47.827,149.1089,0.089,
47.9065,154.6105,0.102,
47.8673,160.0474,0.104,
47.8869,165.4972,0.112,
47.8819,170.9317,0.118,
48.0588,176.4129,0.125,
48.1016,181.7741,0.138,
48.1118,187.0958,0.145,
48.1558,192.4773,0.152,
48.2384,198.0432,0.157,
48.2829,203.6087,0.161,
48.3686,209.0094,0.168,
48.4253,214.4583,0.183,
48.4421,219.8095,0.191,
48.4327,225.2015,0.192,
48.4858,230.6335,0.196,
48.5448,236.1082,0.203,
48.5504,241.629,0.216,
48.5668,246.9883,0.219,
48.5854,252.4361,0.225,
48.7008,257.7361,0.232,
48.7451,263.2431,0.239,
48.8004,268.5736,0.253,
48.8792,274.0504,0.265,
48.9181,279.472,0.271,
48.9531,284.8697,0.272,
49.0516,290.1381,0.275,
49.0604,295.7218,0.282,
49.1632,301.091,0.298,
49.1721,306.4965,0.302,
49.1452,311.925,0.305,
49.2502,317.2368,0.311,
49.3354,322.6809,0.318,
49.3909,328.0478,0.332,
49.4642,333.4721,0.337,
49.6042,338.8961,0.346,
49.5949,344.2326,0.352,
49.6184,349.5835,0.353,
49.7243,354.982,0.361,
49.7659,360.4004,0.368,
49.9218,371.1061,0.386,
49.9375,376.4272,0.389,
50.1491,381.8948,0.396,
50.2262,387.1721,0.404,
50.2632,392.7371,0.411,
50.2495,398.1301,0.418,
50.3523,403.5656,0.425,
50.4739,408.8005,0.432,
50.5792,414.0999,0.461,
50.6918,425.0294,0.464,
50.7543,430.3611,0.465,
50.7605,435.7778,0.468,
50.8966,441.1343,0.475,
50.9553,446.5833,0.482,
51.0402,452.0819,0.489,
51.1284,457.4024,0.496,
51.2006,462.7935,0.506,
51.2026,468.1605,0.515,
51.2531,473.5293,0.518,
51.3562,478.8444,0.525,
51.4029,484.2341,0.538,
51.4719,489.6842,0.549,
51.4851,494.978,0.555,
51.5982,500.3989,0.56,
51.6839,505.6739,0.561,
51.7924,511.1749,0.568,
51.849,516.6305,0.575,
51.8559,522.0174,0.582,
51.9473,527.2988,0.589,
51.9174,532.6594,0.608,
