"x","z","t",
138.4681,70.589,0,
138.6914,79.191,0.003,
138.8285,88.1905,0.022,
138.9407,97.2095,0.027,
139.4062,105.9598,0.034,
139.3973,114.814,0.037,
139.432,123.963,0.045,
139.4014,132.7641,0.06,
139.699,141.6038,0.063,
139.8231,150.7708,0.075,
139.9467,159.4879,0.079,
140.1883,168.4396,0.102,
140.5678,177.4385,0.111,
140.5154,186.6714,0.112,
140.4476,195.4716,0.113,
140.6802,204.3958,0.127,
140.5152,213.4215,0.131,
140.8989,222.202,0.147,
141.2496,231.2989,0.148,
141.393,240.2621,0.153,
141.7194,249.3637,0.161,
141.7564,258.3316,0.175,
141.7003,267.2933,0.186,
141.8522,276.3611,0.193,
141.7766,285.3151,0.195,
141.9822,294.3238,0.209,
142.3553,303.7164,0.218,
142.3211,312.6662,0.221,
142.7051,321.6313,0.23,
142.8091,330.8,0.236,
142.6145,339.9081,0.245,
142.6768,348.7938,0.266,
142.7416,357.6677,0.274,
143.0298,366.7057,0.275,
143.1661,375.8228,0.278,
143.2402,384.7501,0.293,
143.2632,393.8994,0.296,
143.2881,403.0767,0.306,
143.7023,412.3527,0.311,
143.9331,421.6769,0.326,
144.1349,430.9979,0.331,
144.3319,440.02,0.341,
144.5113,449.2452,0.345,
144.387,458.5787,0.353,
144.5421,467.6081,0.37,
144.6409,476.7951,0.374,
144.8918,485.8096,0.384,
145.314,495.1467,0.387,
145.4347,504.4819,0.402,
145.529,513.66,0.405,
145.6677,522.9553,0.419,
145.7183,532.1053,0.421,
146.021,541.2793,0.453,
146.2884,550.4621,0.455,
146.6352,568.6985,0.456,
146.5844,577.8321,0.461,
146.6624,587.0056,0.47,
147.1083,596.3111,0.478,
147.3455,605.6725,0.486,
147.3909,614.859,0.502,
147.5177,623.6968,0.505,
147.9421,632.8027,0.514,
148.506,641.6637,0.52,
148.1805,650.6809,0.542,
148.4372,659.7771,0.551,
148.5974,668.7563,0.552,
148.7634,677.67,0.553,
149.0481,686.7365,0.561,
148.9787,695.6255,0.569,
149.1533,704.4893,0.578,
149.2334,713.3792,0.586,
149.4571,722.4796,0.595,
149.3858,731.2305,0.615,
149.2948,740.0499,0.631,
149.4735,757.6578,0.633,
149.6687,766.1935,0.636,
149.8184,774.9232,0.645,
149.8241,783.5188,0.657,
149.5525,792.1157,0.669,
149.4438,800.8281,0.675,
149.5243,809.3851,0.678,
149.7947,817.8082,0.693,
149.6666,826.1635,0.704,
149.8633,834.5518,0.707,
149.623,843.298,0.711,
149.8902,851.5365,0.725,
150.1752,860.147,0.741,
150.1322,868.9713,0.744,
150.2441,877.5744,0.746,
150.1399,885.8862,0.753,
150.3261,893.9064,0.769,
150.2355,902.494,0.772,
150.2388,911.2108,0.785,
150.1793,919.6889,0.787,
150.1012,928.0981,0.803,
150.2551,936.6262,0.807,
150.4141,945.2749,0.814,
150.398,953.4874,0.82,
150.5492,962.2825,0.838,
150.573,970.707,0.84,
150.5388,978.9285,0.855,
150.7117,987.3421,0.856,
150.9301,996.1876,0.861,
151.1075,1004.7502,0.87,
150.7775,1013.4147,0.882,
151.0081,1021.758,0.894,
150.9615,1030.441,0.899,
151.0452,1038.9473,0.903,
151.1845,1047.6806,0.911,
151.1893,1056.5454,0.92,
151.4121,1065.218,0.928,
151.7211,1073.6231,0.936,
151.9327,1082.4737,0.945,
151.6268,1091.3167,0.953,
151.8712,1099.6908,0.969,
152.0458,1108.0083,0.972,
152.0946,1116.8266,0.985,
152.2581,1125.1546,0.986,
152.643,1133.7822,0.995,
152.8614,1142.3548,1.01,
153.0201,1150.8286,1.013,
153.1104,1159.4379,1.023,
153.1943,1168.095,1.028,
153.4124,1176.3532,1.06,
153.6348,1193.3516,1.065,
153.7714,1202.0545,1.066,
153.8269,1210.1818,1.07,
154.0973,1218.4402,1.078,
154.1166,1227.2001,1.086,
154.3658,1235.577,1.095,
154.3358,1243.8037,1.11,
154.4783,1252.0865,1.114,
154.73,1260.4687,1.124,
154.8862,1269.0223,1.128,
155.0765,1277.528,1.144,
155.228,1285.887,1.148,
155.3799,1294.4376,1.161,
155.635,1302.9135,1.162,
155.6703,1311.2971,1.17,
155.878,1319.8182,1.184,
155.9073,1328.1968,1.187,
156.2455,1336.5688,1.196,
156.4041,1345.2422,1.204,
156.8122,1353.5374,1.217,
157.2518,1362.0336,1.225,
157.1059,1370.6062,1.228,
157.3275,1379.0387,1.239,
157.454,1387.7436,1.245,
157.7964,1396.0968,1.253,
158.268,1404.7312,1.261,
158.4032,1413.4064,1.27,
158.6048,1422.0741,1.284,
158.9363,1430.5379,1.287,
159.1774,1438.9219,1.299,
159.2372,1447.6568,1.303,
159.5774,1456.3062,1.325,
159.4873,1464.8641,1.331,
159.7104,1473.2853,1.337,
159.9876,1482.2497,1.338,
160.1722,1490.8141,1.345,
