"x","z","t",
118.3723,42.8706,0,
118.4174,45.2522,0.094,
118.3072,47.6486,0.194,
118.4257,50.0465,0.294,
118.3371,52.3558,0.394,
118.3003,54.8543,0.494,
118.3464,57.3243,0.594,
118.3862,59.844,0.694,
118.4763,62.1923,0.794,
118.4219,64.519,0.894,
118.4061,66.8227,0.993,
118.5358,69.2465,1.094,
118.4677,71.7428,1.194,
118.5728,74.2575,1.294,
118.5674,76.666,1.394,
118.682,79.2012,1.493,
118.6263,81.588,1.594,
118.6752,84.1754,1.694,
118.7846,86.6069,1.794,
118.7432,89.1669,1.894,
118.6388,91.5546,1.994,
118.8017,94.1136,2.094,
118.7223,96.5688,2.194,
118.7283,99.0422,2.295,
118.7039,101.5947,2.394,
118.822,103.8067,2.494,
118.8132,106.4919,2.594,
118.8525,108.8219,2.694,
118.9251,111.1911,2.794,
118.8825,113.7514,2.894,
119.0171,116.1662,2.994,
118.962,118.6558,3.094,
119.1181,120.9595,3.194,
119.1157,123.4946,3.294,
119.0844,125.9672,3.394,
119.1633,128.4656,3.493,
119.1951,130.8772,3.594,
119.2227,133.2537,3.694,
119.277,135.6773,3.794,
119.3418,138.1636,3.893,
119.3402,140.4448,3.994,
119.3098,143.0711,4.094,
119.2645,145.549,4.194,
119.4669,147.8711,4.294,
119.3105,150.2715,4.394,
119.3388,152.757,4.494,
119.4896,155.3116,4.594,
119.3854,157.737,4.697,
119.5254,160.2259,4.794,
119.481,162.6721,4.893,
119.5278,165.1851,4.994,
119.609,167.7084,5.094,
119.5759,170.1812,5.194,
119.5899,172.6425,5.294,
119.6408,175.1604,5.393,
119.7353,177.4894,5.494,
119.7371,179.8925,5.593,
119.7942,182.3956,5.694,
119.9029,184.9034,5.794,
119.9172,187.311,5.894,
120.1003,189.6902,5.994,
120.0038,192.1762,6.094,
120.0937,194.7308,6.193,
120.1119,197.3106,6.294,
120.2522,199.5897,6.394,
120.2801,202.028,6.494,
120.3454,204.5921,6.594,
120.4579,207.1358,6.694,
120.4931,209.6176,6.794,
120.5944,211.9828,6.894,
120.6154,214.4034,6.994,
120.6113,216.82,7.094,
120.6881,219.3165,7.194,
120.7703,221.7318,7.294,
120.8446,224.2686,7.394,
120.9093,226.6243,7.493,
120.947,229.109,7.594,
120.9349,231.6853,7.694,
121.0636,234.1762,7.793,
121.1562,236.6265,7.893,
121.2898,239.0601,7.993,
121.2189,241.6675,8.093,
121.325,244.1093,8.194,
121.3388,246.5496,8.293,
121.4718,249.0539,8.394,
121.5323,251.5344,8.494,
121.5969,254.1103,8.594,
121.5969,256.5253,8.694,
121.6007,259.0678,8.794,
121.5687,261.4847,8.894,
121.6651,263.7706,8.994,
121.6479,266.3965,9.093,
121.6321,268.8685,9.193,
121.6464,271.411,9.293,
121.6857,273.8785,9.394,
121.6099,276.2801,9.493,
121.6877,278.6931,9.593,
121.7047,281.1617,9.693,
121.6805,283.4395,9.794,
121.6682,285.8469,9.894,
121.6075,288.2816,9.993,
121.5545,290.5751,10.093,
121.6366,292.9381,10.193,
121.6028,295.2219,10.294,
121.7219,297.526,10.394,
121.6731,299.9937,10.494,
121.6873,302.2745,10.594,
121.7441,304.7496,10.693,
121.6776,307.0656,10.794,
121.7545,309.4136,10.893,
121.7184,311.7154,10.993,
121.8398,314.1329,11.094,
121.7331,316.5869,11.193,
121.7559,319.0543,11.293,
121.8116,321.3526,11.393,
121.7697,323.8131,11.493,
121.9123,326.1484,11.594,
122.003,328.4519,11.693,
121.9979,330.838,11.794,
122.0245,333.2394,11.893,
122.1257,335.5751,11.993,
122.0559,337.8448,12.094,
122.0076,340.2531,12.193,
122.1063,342.491,12.293,
122.1241,344.8406,12.393,
122.1254,347.1385,12.493,
122.141,349.4663,12.594,
122.1933,351.8592,12.694,
122.2257,354.3775,12.793,
122.1838,356.5997,12.893,
122.1715,358.8272,12.993,
122.2897,361.1928,13.093,
122.2342,363.5287,13.193,
122.2491,365.8393,13.293,
122.2787,368.1648,13.396,
122.2225,370.4886,13.494,
122.2102,372.6551,13.593,
122.2313,375.0144,13.693,
122.287,377.355,13.793,
122.2941,379.7547,13.893,
122.4143,381.9297,13.993,
122.3554,384.2567,14.093,
122.4475,386.6482,14.193,
122.4236,388.9356,14.293,
122.5034,391.1807,14.393,
122.4937,393.4835,14.493,
122.5891,395.7698,14.593,
122.5994,398.0794,14.693,
122.7576,400.3283,14.793,
122.7309,402.6775,14.893,
122.7353,405.0358,14.993,
122.8333,407.1671,15.093,
122.7686,409.6734,15.193,
122.8277,412.0588,15.293,
122.8653,414.2435,15.393,
122.885,416.6579,15.493,
122.9606,419.0456,15.593,
122.9598,421.445,15.693,
122.9451,423.8143,15.793,
123.0029,426.2872,15.893,
123.1156,428.6516,15.993,
123.149,430.9092,16.093,
123.1298,433.3055,16.193,
123.1786,435.5228,16.293,
123.3227,437.7805,16.393,
123.2764,439.9874,16.494,
123.3986,442.2391,16.593,
123.4008,444.5321,16.693,
123.5108,446.9548,16.793,
123.5981,449.2727,16.893,
